NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K02914	83	12.99436092376709	-0.008679023	Yes	
row_1	K02954	99	12.702581405639648	0.004648426	Yes	
row_2	K02863	217	12.343108177185059	-0.015033833	Yes	
row_3	K02864	218	12.343108177185059	0.003147985	Yes	
row_4	K02867	219	12.343108177185059	0.021329803	Yes	
row_5	K02871	220	12.343108177185059	0.03951162	Yes	
row_6	K02874	221	12.343108177185059	0.057693437	Yes	
row_7	K02876	222	12.343108177185059	0.07587525	Yes	
row_8	K02878	223	12.343108177185059	0.094057076	Yes	
row_9	K02879	224	12.343108177185059	0.11223889	Yes	
row_10	K02881	225	12.343108177185059	0.13042071	Yes	
row_11	K02884	226	12.343108177185059	0.14860253	Yes	
row_12	K02886	227	12.343108177185059	0.16678435	Yes	
row_13	K02887	228	12.343108177185059	0.18496616	Yes	
row_14	K02888	229	12.343108177185059	0.20314798	Yes	
row_15	K02890	230	12.343108177185059	0.2213298	Yes	
row_16	K02892	231	12.343108177185059	0.23951161	Yes	
row_17	K02895	232	12.343108177185059	0.25769344	Yes	
row_18	K02899	233	12.343108177185059	0.27587524	Yes	
row_19	K02902	234	12.343108177185059	0.29405707	Yes	
row_20	K02906	235	12.343108177185059	0.31223887	Yes	
row_21	K02916	236	12.343108177185059	0.3304207	Yes	
row_22	K02926	237	12.343108177185059	0.34860253	Yes	
row_23	K02931	238	12.343108177185059	0.36678433	Yes	
row_24	K02933	239	12.343108177185059	0.38496616	Yes	
row_25	K02935	240	12.343108177185059	0.40314797	Yes	
row_26	K02939	241	12.343108177185059	0.4213298	Yes	
row_27	K02946	242	12.343108177185059	0.4395116	Yes	
row_28	K02948	243	12.343108177185059	0.45769343	Yes	
row_29	K02950	244	12.343108177185059	0.47587523	Yes	
row_30	K02952	245	12.343108177185059	0.49405706	Yes	
row_31	K02956	246	12.343108177185059	0.51223886	Yes	
row_32	K02959	247	12.343108177185059	0.5304207	Yes	
row_33	K02961	248	12.343108177185059	0.5486025	Yes	
row_34	K02963	249	12.343108177185059	0.5667843	Yes	
row_35	K02965	250	12.343108177185059	0.5849661	Yes	
row_36	K02967	251	12.343108177185059	0.603148	Yes	
row_37	K02968	252	12.343108177185059	0.6213298	Yes	
row_38	K02982	253	12.343108177185059	0.6395116	Yes	
row_39	K02986	254	12.343108177185059	0.65769345	Yes	
row_40	K02988	255	12.343108177185059	0.67587525	Yes	
row_41	K02990	256	12.343108177185059	0.69405705	Yes	
row_42	K02992	257	12.343108177185059	0.71223885	Yes	
row_43	K02994	258	12.343108177185059	0.7304207	Yes	
row_44	K02996	259	12.343108177185059	0.7486025	Yes	
row_45	K02904	316	12.336852073669434	0.74866134	Yes	
row_46	K02911	371	12.224798202514648	0.7493674	Yes	
row_47	K02970	383	12.181459426879883	0.7639894	Yes	
row_48	K02909	388	12.153428077697754	0.7808767	Yes	
row_49	K02945	415	12.008356094360352	0.7906443	Yes	
row_50	K02907	417	11.979865074157715	0.8085025	Yes	
row_51	K02919	627	10.383402824401855	0.75904673	No	
row_52	K02913	641	10.336549758911133	0.77302146	No	
row_53	K02897	799	9.344658851623535	0.74039423	No	
row_54	K07590	1773	4.965870380401611	0.44368932	No	
