Eigvals,14,,,,,,,,,,,,,
14.36490361,14.21323884,3.257612714,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,
Proportion explained,14,,,,,,,,,,,,,
0.4512191885,0.4464552126,0.1023255989,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,
,,,,,,,,,,,,,,
Site,14,14,,,,,,,,,,,,
TL1a_FP_89,2.377827639,-0.02879789909,0.3330895368,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_287,-1.062388089,-0.9949267202,-0.4273346236,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_161,1.20347459,-0.9046272786,-0.4788864411,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_197,-0.6881797647,-0.6917390523,-0.8838924579,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_269_Repeat,0.3548538888,1.581041888,0.2299258798,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_269,0.3147382183,2.637205439,-0.6465364849,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_131,-0.7229817707,0.3503551236,0.5701942827,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_89_Re_extracted,-0.3203327832,-0.3715088197,-0.3601017532,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_197_Repeat,-0.6028395529,-0.078385669,0.2846853819,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_233,-0.6528288482,0.1525141514,-0.258191657,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_287,-0.6861861115,0.0746694273,0.7085867067,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_233,-1.298082546,-0.2462206951,0.5540876428,0,0,0,0,0,0,0,0,0,0,0
TL1A_DTT_629,1.262305877,-1.453995818,0.208235599,0,0,0,0,0,0,0,0,0,0,0
TL1A_FP_677,0.5206192544,-0.02558407777,0.1661383879,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,
,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,
