Eigvals,15,,,,,,,,,,,,,,
15.16412991,15.04892644,1.097191062,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,
Proportion explained,15,,,,,,,,,,,,,,
0.4843184312,0.480639014,0.03504255483,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Site,15,15,,,,,,,,,,,,,
TL1a_FP_88,1.334841402,-0.6541525014,-0.2475762496,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_268_Repeat,-0.4625344668,0.8479549547,0.2256054141,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_130,-2.270184909,0.1886470103,-0.5376493188,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_130_Repeat,-0.4853541364,0.2357682144,0.0774779584,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_196_Repeat,0.805519325,0.8001433374,0.1104592772,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_196,1.346945174,-0.6258864861,0.09149183282,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_88_Repeat,0.5665464354,-0.289343755,-0.573990718,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_160,-1.08739663,-1.516829682,0.3847198224,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_286,0.6585459019,0.1440719606,0.2004366154,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_232,-0.0752302137,1.000317855,-0.09098209702,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_268,-1.038657001,-1.219322106,0.3187322997,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_160,-0.05251006056,-1.496143981,-0.1282477652,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_286,1.435720893,-0.01769955562,0.01202220759,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_232,-0.3090360692,2.36449116,0.1588903096,0,0,0,0,0,0,0,0,0,0,0,0
TL1A_DTT_628,-0.3672156454,0.2379835755,-0.001389588556,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,
