Phylum	BioGeo.Vil1.14B.FP166_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.14B.FP164_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.13B.FP154.REP1_S47_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.13B.FP152_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.10B.FP118.REP1_S45_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.10B.FP116.REP1_S44_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.09B.FP106_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.09B.FP104_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.08B.FP94.REP1_S42_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.08B.FP92.REP1_S41_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.07B.FP83_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.07B.FP79_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.06B.FP71_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.06B.FP67_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.05B.FP59.REP1_S37_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.05B.FP55_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.04B.FP47_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.04B.FP43.Rep1_S88_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.03B.FP35.REP1_S38_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.03B.FP31_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.02B.FP23_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.02B.FP19_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.01B.FP11_merged_R1_001.fastq_profiled_metagenome	BioGeo.Vil1.01B.FP07.Rep1_S107_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_85_merged_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_77.REP1_S4_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_73.REP1_S3_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_65_merged_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_61_merged_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_241_merged_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_233.REP1_S13_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_229.REP1_S12_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_209.REP1_S11_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_205_merged_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_197.REP1_S10_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_193.Rep1_S85_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_143_merged_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_139_merged_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_131_merged_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_127_merged_R1_001.fastq_profiled_metagenome	BioGeo.TL1a_FP_101.REP1_S6_R1_001.fastq_profiled_metagenome	BioGeo.TL1A_FP_689.Rep1_S104_R1_001.fastq_profiled_metagenome	BioGeo.TL1A_FP_685.REP1_S22_R1_001.fastq_profiled_metagenome	BioGeo.TL1A_FP_677.REP1_S21_R1_001.fastq_profiled_metagenome	BioGeo.TL1A_FP_673.REP1_S20_R1_001.fastq_profiled_metagenome	BioGeo.TL1A_FP_641_merged_R1_001.fastq_profiled_metagenome	BioGeo.TL1A_FP_637_merged_R1_001.fastq_profiled_metagenome	BioGeo.TL1A_FP_629_merged_R1_001.fastq_profiled_metagenome	BioGeo.TL1A_FP_625.REP1_S16_R1_001.fastq_profiled_metagenome	BioGeo.SLCFP131.REP1_S33_R1_001.fastq_profiled_metagenome	BioGeo.SLCFP127_merged_R1_001.fastq_profiled_metagenome	BioGeo.SLCFP113_merged_R1_001.fastq_profiled_metagenome	BioGeo.SLCFP109_merged_R1_001.fastq_profiled_metagenome	BioGeo.SLCFP095_merged_R1_001.fastq_profiled_metagenome	BioGeo.SLCFP091.REP1_S29_R1_001.fastq_profiled_metagenome	BioGeo.SLCFP077_merged_R1_001.fastq_profiled_metagenome	BioGeo.SLCFP071.REP1_S27_R1_001.fastq_profiled_metagenome	BioGeo.SLCFP023.REP1_S26_R1_001.fastq_profiled_metagenome	BioGeo.SLCFP019a_merged_R1_001.fastq_profiled_metagenome	BioGeo.SLCFP005.REP1_S24_R1_001.fastq_profiled_metagenome	BioGeo.SLCFP001_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse9A_FP97_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse9A_FP101_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse8A_FP89_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse8A_FP85_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse7A_FP41.REP1_S54_R1_001.fastq_profiled_metagenome	BioGeo.Mouse7A_FP37_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse6A_FP35.Rep1_S93_R1_001.fastq_profiled_metagenome	BioGeo.Mouse6A_FP31_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse5A_FP29.REP1_S53_R1_001.fastq_profiled_metagenome	BioGeo.Mouse5A_FP25_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse4A_FP23.Rep1_S92_R1_001.fastq_profiled_metagenome	BioGeo.Mouse3A_FP17_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse3A_FP13_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse2A_FP11.REP1_S55_R1_001.fastq_profiled_metagenome	BioGeo.Mouse2A_FP07_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse1A_FP05_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse1A_FP01_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse10A_FP113_merged_R1_001.fastq_profiled_metagenome	BioGeo.Mouse10A_FP109_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.08B.FP295.S93_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.08B.FP291.S89_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.07B.FP283.S81_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.07B.FP279.S77_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.06B.FP271.S69_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.06B.FP267.S64_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.05B.FP259.S56_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.05B.FP255.S52_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.04B.FP247.S44_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.04B.FP243.S92_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.03B.FP235.S83_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.03B.FP231.S79_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.02B.FP223.S71_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.02B.FP219.S67_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.01B.FP211.S59_merged_R1_001.fastq_profiled_metagenome	BioGeo.Lyz2.01B.FP207.S55_merged_R1_001.fastq_profiled_metagenome	BioGeo.LYZFP355_merged_R1_001.fastq_profiled_metagenome	BioGeo.LYZFP351.Rep1_S106_R1_001.fastq_profiled_metagenome	BioGeo.LYZFP339_merged_R1_001.fastq_profiled_metagenome	BioGeo.LYZFP327.Rep1_S105_R1_001.fastq_profiled_metagenome	BioGeo.LYZFP319_merged_R1_001.fastq_profiled_metagenome	BioGeo.LYZFP315_merged_R1_001.fastq_profiled_metagenome	BioGeo.LYZFP307_merged_R1_001.fastq_profiled_metagenome	BioGeo.LYZFP303_merged_R1_001.fastq_profiled_metagenome
p__Bacteria_unclassified	27745	1344673	0	0	45456	864100	31476	939491	61120	1096600	144418	618661	1078	1148242	244066	308502	272739	2537248	396218	684438	542567	353904	258043	1176251	2461180	0	1251	200	508	81	355138	2191618	318	0	23586	769352	0	0	53652	1828614	0	0	233	666297	1130297	0	0	326186	146875	483782	14356	0	0	88754	456802	192329	116192	549821	706717	249873	436106	374551	16490	178889	1081539	4562	119624	155	274291	3229425	106948	12168	1587	248331	131812	173476	10046	75562	370749	293813	45722	326423	106706	441645	148604	1232393	430556	733318	176	238959	114287	568549	65411	349028	27625	537621	74910	120098	208025	253603	161816	414709	394517	619679
p__Bacteroidetes	319153	6065958	24422953	1010424	147356	9735309	444978	8215631	111729	3937014	998324	5116584	7101	5247774	1267515	7026777	1654894	34212424	1539444	5011940	3075681	4960036	1439035	23310848	6257513	639982	79874380	1475186	20981217	29632859	761744	10954538	1314230	9212624	160918	11289389	52260	11002034	38117	4964255	2117	49628	13387117	261218	8319662	221063	5454399	592524	4744963	14255356	448272	2104	43851	336641	16317453	6891656	4644411	29543407	24331009	18856615	19359643	5910345	4261905	24811130	3261139	1282706	12560579	576946	4065664	42449360	16805259	4598600	228754	4126697	29728416	10471335	1693723	100317	16836500	6944268	429732	4478696	1249819	6264988	962150	4178851	4891650	7258998	9604	4053554	2242097	7280192	1099936	2418046	804909	4220662	3474418	1616380	4381503	6622190	2973255	9011545	5057303	3496126
p__Candidatus_Kryptonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	0	0	0	2503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Candidatus_Melainabacteria	0	21109	2105	4630	0	1341	2561	3450	0	36794	0	13870	0	28999	0	0	823	61781	519	2087	0	550	0	6720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	14568	0	0	6847	1099	4909	12618	9705	0	0	1548	0	614	0	17727	2734	0	0	0	2923	0	69025	0	0	0	20901	0	2543	4967	10249	0	10059	0	6503	0	0	0	5287	0	1196	0	4762	0	9121	12862	8063	0	8350	0	7889
p__Candidatus_Saccharibacteria	19479	89014	0	0	61377	39691	57348	35845	18126	34831	39103	37405	549	33887	15887	47026	66124	185760	33391	37736	41946	18873	91828	190296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77761	0	0	5632	1552	55945	702	0	0	12164	30189	85177	48098	186104	145748	58218	88868	2319	2606	3614	1240	19615	95539	11346	40923	1637899	68319	12909	0	43633	247193	64793	23061	1760	5073	4336	81648	48993	79196	49395	57003	48813	38509	42907	0	9065	8118	43527	24869	25780	7525	35535	4933	15639	17162	24591	55916	70312	183552	73169
p__Cyanobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p__Deferribacteres	0	192483	0	0	0	35506	0	75112	0	141982	0	56232	1197	41937	2581	14696	0	28017	22613	17780	0	1895	0	9955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179096	0	31251	374916	0	3462	0	167947	1434930	12021	0	4043	4771	4688	46153	0	105102	0	225580	0	10902	0	28851	0	157212	0	9371	0	6707	0	19418	0	200581	0	36974	0	8028	4811	5043	0	13829	0	146803
p__Firmicutes	14194088	11155081	20818502	17145390	15247419	5351896	14107360	5468645	1422487	8127085	7403187	6099744	183259	6004576	10932744	6163416	17702374	24660821	44033445	4686875	5763913	3377454	6757215	11412944	5941418	594369	16677379	3152044	3571801	1670252	4977222	3981667	7026581	1503546	227337	1583845	0	1163761	752705	8478934	7271	825694	10849497	3094161	6210048	3911649	8756445	3031498	1480924	4888892	90019	0	0	15714220	6090954	11938106	1884344	17705557	5099502	15853430	4819483	1576550	237999	1548429	4191383	167471	1676906	133714	2189528	29484351	2402398	44052300	652853	1426250	2580905	1838050	849676	224061	2131346	1167905	5390306	6724157	16515465	5327224	6891795	9614729	7745777	8017357	218336	4360396	6636873	9781153	6637778	6574077	3938824	7460347	4334212	2123712	4698293	4157764	6126723	8198268	9878191	9071470
p__Proteobacteria	252702	668470	1184154	30278	627158	1017385	140527	618634	227834	603095	495399	541078	12474	757496	295073	627898	961096	1966821	520982	367275	243066	206501	516716	628751	176468	605310	1557225	1764834	534683	43323	412370	192985	119801	27363	0	21643	0	147734	0	67863	92862	0	339251	28490	995708	23136	289023	687029	75583	1555233	1229	0	0	117739	553218	2187345	363598	5617815	627453	2543881	257917	222582	139438	387318	401069	264867	1289658	93251	874422	7272289	1703642	351715	13929	93037	1788541	352093	26187	9677	213191	164763	344312	485495	427268	775361	873341	526122	855559	469920	3510	319779	364863	694848	43261	563619	27237	759791	94735	149993	262601	401818	570335	364615	1209319	462777
p__Tenericutes	0	75035	0	0	0	115634	0	243810	0	237783	0	142027	1563	24004	836	53937	0	0	1217	0	0	0	0	0	0	0	0	0	0	0	1781	970302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	689	131977	0	0	0	7066	0	13418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20236	293	103237	0	18971	0	2423	0	0	0	0	0	0	0	0	0	0	0	0	0	12104	0	4236
p__Verrucomicrobia	0	815	7121702	1567952	131457	117436	23875	20787	0	0	0	0	0	2992	7478	0	142669	247898	24881	89337	0	0	0	8429	28069	96090	5246387	5884723	1329547	393536	0	0	7392629	998190	0	0	0	402068	0	0	6959	539981	3832498	958	162456	904912	3977138	588732	1089659	45617	901	0	0	8911	51423	0	304569	270942	174442	17302	172697	0	0	0	0	0	0	0	0	0	0	0	0	0	3889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3134	0	0	0	0	0	0	0	0	0	0	0	0
