Eigvals,16,,,,,,,,,,,,,,,
16.93391923,16.05580122,1.602692327,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,
Proportion explained,16,,,,,,,,,,,,,,,
0.4895269762,0.4641422767,0.04633074706,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Site,16,16,,,,,,,,,,,,,,
TL1a_DTT_173_Repeat,-0.1955426715,0.05856407975,0.3865632782,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_65,-1.630807837,-0.7090289604,-0.08321017968,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_209,0.396417354,2.585457903,-0.1106155563,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_77,-0.2716877092,-0.6833420518,-0.5613532393,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_245,1.148028852,1.276019414,-0.2833979113,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_173,1.34566529,0.4970044964,-0.3817472375,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_245_Repeat,-0.1538603166,0.6039646925,0.1830687335,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_143,0.4869886182,-1.317557772,-0.5319083318,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_101,2.316154225,-1.124353873,0.6456347395,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_209,-1.734548328,0.8452814831,0.1457607914,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_65,-1.11551925,-0.2705428914,0.1751668429,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_77,-0.9650534858,-0.1676356402,0.119958636,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1A_FP_641,0.2032215171,-0.05345843629,0.1388269114,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1A_FP_689,0.05438605619,0.4575920794,0.2507242072,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1A_DTT_641,0.1464759026,-1.257809054,-0.1051741028,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1A_DTT_689,-0.03031821685,-0.7401554697,0.01170241867,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,,
