Eigvals,17,,,,,,,,,,,,,,,,
17.51711088,17.17729001,0.9321291908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,
Proportion explained,17,,,,,,,,,,,,,,,,
0.4916872578,0.482148836,0.02616390619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Site,17,17,,,,,,,,,,,,,,,
TL1a_FP_140,-1.176744444,-0.6609954589,0.434687461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_206,-1.959416773,1.723698501,-0.2598016076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_242,0.1577128677,1.212066679,-0.1048427556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_98,-0.2994317808,-0.5543938075,0.1930404979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_62,-0.4230488319,-0.5068820607,0.2176739358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_74,2.307371028,-0.03837384066,-0.1060346865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_170,1.174517936,0.03999558571,0.09158664887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_74,0.5382261874,-0.1702239742,0.192924348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_206,-1.001438816,1.077823392,-0.1050707624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_62,0.3640144248,0.1055306806,0.2387584175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_242,0.9826318091,2.146758297,-0.09127677499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_140,-1.222598965,-0.3415464717,-0.01630218947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_98,-0.4223003839,-0.358403801,0.1355048503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_170,1.053101103,0.3908113007,0.1819932618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1A_FP_638,0.1111111806,-1.259397598,-0.3555162939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1A_FP_686,-0.3088168387,-1.390222043,-0.1516777838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL1A_DTT_638,0.1251102979,-1.416245379,-0.4956465667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,,,
