Eigvals,12,,,,,,,,,,,
12.49579888,12.19310719,0.3737183484,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,
Proportion explained,12,,,,,,,,,,,
0.4985830163,0.4865056024,0.01491138127,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,
Species,0,0,,,,,,,,,,
,,,,,,,,,,,,
Site,12,12,,,,,,,,,,
TL1a_FP_102,0.978729773,-1.864961359,0.1978046592,0,0,0,0,0,0,0,0,0
TL1a_FP_174,1.274976076,0.4482661599,-0.3273734819,0,0,0,0,0,0,0,0,0
TL1a_FP_144,-1.218754773,0.1199170068,-0.2334340871,0,0,0,0,0,0,0,0,0
TL1a_FP_66,-0.7228423954,-1.811528535,-0.0306427193,0,0,0,0,0,0,0,0,0
TL1a_FP_246,0.5501974792,0.5012083153,-0.2423583315,0,0,0,0,0,0,0,0,0
TL1a_FP_78,-1.671276001,0.3352875582,-0.01882317865,0,0,0,0,0,0,0,0,0
TL1a_FP_210,1.464948058,1.468008466,0.2137175438,0,0,0,0,0,0,0,0,0
TL1a_DTT_78,0.1972869717,0.7309740896,0.1133479725,0,0,0,0,0,0,0,0,0
TL1a_DTT_210,-1.461893542,0.7280921593,0.2039777112,0,0,0,0,0,0,0,0,0
TL1a_DTT_246,0.4048727478,-0.7937093079,-0.01996903662,0,0,0,0,0,0,0,0,0
TL1a_DTT_66,-0.2865614134,0.7746985629,0.1037737376,0,0,0,0,0,0,0,0,0
TL1A_DTT_642,0.4903170193,-0.6362531158,0.03997921089,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,
,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,
