ID	azelate	undecanedionate	X2.hydroxymyristic.acid	eicosatrienoic.acid	alpha.muricholate	urobilin	stearoyl.ethanolamide	cholesterol	hypoxanthine	phenylacetate	hydrocinnamic.acid	X3.methyladipate.pimelate	citrulline	azelaic.acid	N.acetylglutamate	chenodeoxycholate.deoxycholate.	cytosine	N.acetylputrescine	creatine	X7.methylguanine	X3.methylxanthine	dimethyllysine	N.acetylspermidine	N.acetylglutamic.acid	ADMA.SDMA.	urobilin.
merged_BioGeo.Itg.02.FP407.S7_merged__kneaddata_paired_Abundance.RPKs	0.000294588995036696	5.23148523747934e-05	3.27593673991459e-05	0.000121678493982776	0.000331940729860356	0.00049626689820426	3.49750904882921e-05	0.000644582034564753	0.000610076490275694	5.66252205438708e-05	0.000168241081587347	4.1158352620427e-05	0.00038541488797136	5.10066594423874e-05	0.000233713391858044	0.00283463072955398	2.7645851252952e-05	0.00024947596547539	0.000607670623099148	0.000299097935610252	2.97549638562509e-05	0.000155744494200564	0.000689601323843409	5.561132595416e-05	0.000114668918432259	0.000226388192743846
merged_BioGeo.Itg.02.FP411.S11_merged__kneaddata_paired_Abundance.RPKs	0.000294588995036696	5.23148523747934e-05	3.27593673991459e-05	0.000121678493982776	0.000331940729860356	0.000575801941456367	3.4950613684154e-05	0.000644582034564753	0.000610076490275694	5.66705455432954e-05	0.000241133765648276	4.68515771105158e-05	0.000363555519872303	5.10066594423874e-05	0.000240946805893668	0.00283463072955398	2.65597416570816e-05	0.00024947596547539	0.000607670623099148	0.000299097935610252	2.91687449976481e-05	0.000155744494200564	0.000689601323843409	5.80304398660461e-05	0.000114668918432259	0.000254671733646921
merged_BioGeo.Itg.04.FP419.S19_merged__kneaddata_paired_Abundance.RPKs	0.000294588995036696	5.23148523747934e-05	3.27593673991459e-05	0.000121678493982776	0.000331940729860356	0.00049626689820426	3.49750904882921e-05	0.000644582034564753	0.000610076490275694	5.66252205438708e-05	0.000168241081587347	4.1158352620427e-05	0.00038541488797136	5.10066594423874e-05	0.000233713391858044	0.00283463072955398	2.7645851252952e-05	0.00024947596547539	0.000607670623099148	0.000299097935610252	2.97549638562509e-05	0.000155744494200564	0.000689601323843409	5.561132595416e-05	0.000114668918432259	0.000226388192743846
merged_BioGeo.Itg.04.FP423.S23.Rep1_S87__kneaddata_paired_Abundance.RPKs	0.000294588995036696	5.23148523747934e-05	3.27593673991459e-05	0.000121678493982776	0.000331940729860356	0.00049626689820426	3.49750904882921e-05	0.000644582034564753	0.000610076490275694	5.66252205438708e-05	0.000168241081587347	4.1158352620427e-05	0.00038541488797136	5.10066594423874e-05	0.000233713391858044	0.00283463072955398	2.7645851252952e-05	0.00024947596547539	0.000607670623099148	0.000299097935610252	2.97549638562509e-05	0.000155744494200564	0.000689601323843409	5.561132595416e-05	0.000114668918432259	0.000226388192743846
merged_BioGeo.Itg.06.FP431.S32_merged__kneaddata_paired_Abundance.RPKs	0.000294588995036696	5.23148523747934e-05	3.27593673991459e-05	0.000121678493982776	0.000331940729860356	0.00049626689820426	3.49750904882921e-05	0.000644582034564753	0.000610076490275694	5.66252205438708e-05	0.000168241081587347	4.1158352620427e-05	0.00038541488797136	5.10066594423874e-05	0.000233713391858044	0.00283463072955398	2.7645851252952e-05	0.00024947596547539	0.000607670623099148	0.000299097935610252	2.97549638562509e-05	0.000155744494200564	0.000689601323843409	5.561132595416e-05	0.000114668918432259	0.000226388192743846
merged_BioGeo.Itg.06.FP435.S36_merged__kneaddata_paired_Abundance.RPKs	0.000294588995036696	5.23148523747934e-05	3.27593673991459e-05	0.000121678493982776	0.000331940729860356	0.00049626689820426	3.49750904882921e-05	0.000644582034564753	0.000610076490275694	5.66252205438708e-05	0.000168241081587347	4.1158352620427e-05	0.00038541488797136	5.10066594423874e-05	0.000233713391858044	0.00283463072955398	2.7645851252952e-05	0.00024947596547539	0.000607670623099148	0.000299097935610252	2.97549638562509e-05	0.000155744494200564	0.000689601323843409	5.561132595416e-05	0.000114668918432259	0.000226388192743846
merged_BioGeo.Itg.08.FP443.S44_merged__kneaddata_paired_Abundance.RPKs	0.000294588995036696	5.23148523747934e-05	3.27593673991459e-05	0.000121678493982776	0.000331940729860356	0.00049626689820426	3.49750904882921e-05	0.000644582034564753	0.000610076490275694	5.66252205438708e-05	0.000168241081587347	4.1158352620427e-05	0.00038541488797136	5.10066594423874e-05	0.000233713391858044	0.00283463072955398	2.7645851252952e-05	0.00024947596547539	0.000607670623099148	0.000299097935610252	2.97549638562509e-05	0.000155744494200564	0.000689601323843409	5.561132595416e-05	0.000114668918432259	0.000226388192743846
merged_BioGeo.Itg.08.FP447.S48_merged__kneaddata_paired_Abundance.RPKs	0.000294588995036696	5.23148523747934e-05	3.27593673991459e-05	0.000121678493982776	0.000331940729860356	0.00049626689820426	3.49750904882921e-05	0.000644582034564753	0.000610076490275694	5.66252205438708e-05	0.000168241081587347	4.1158352620427e-05	0.00038541488797136	5.10066594423874e-05	0.000233713391858044	0.00283463072955398	2.7645851252952e-05	0.00024947596547539	0.000607670623099148	0.000299097935610252	2.97549638562509e-05	0.000155744494200564	0.000689601323843409	5.561132595416e-05	0.000114668918432259	0.000226388192743846
merged_BioGeo.Itg.10.FP455.S57_merged__kneaddata_paired_Abundance.RPKs	0.000294588995036696	5.23148523747934e-05	3.27593673991459e-05	0.000121678493982776	0.000331940729860356	0.00049626689820426	3.49750904882921e-05	0.000644582034564753	0.000610076490275694	5.66252205438708e-05	0.000168241081587347	4.1158352620427e-05	0.00038541488797136	5.10066594423874e-05	0.000233713391858044	0.00283463072955398	2.7645851252952e-05	0.00024947596547539	0.000607670623099148	0.000299097935610252	2.97549638562509e-05	0.000155744494200564	0.000689601323843409	5.561132595416e-05	0.000114668918432259	0.000226388192743846
merged_BioGeo.Itg.10.FP459.S61_merged__kneaddata_paired_Abundance.RPKs	0.000294588995036696	5.23148523747934e-05	3.27593673991459e-05	0.000121678493982776	0.000331940729860356	0.00049626689820426	3.49750904882921e-05	0.000644582034564753	0.000610076490275694	5.66252205438708e-05	0.000168241081587347	4.1158352620427e-05	0.00038541488797136	5.10066594423874e-05	0.000233713391858044	0.00283463072955398	2.7645851252952e-05	0.00024947596547539	0.000607670623099148	0.000299097935610252	2.97549638562509e-05	0.000155744494200564	0.000689601323843409	5.561132595416e-05	0.000114668918432259	0.000226388192743846
