feature	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenellaceae.RC9.gut.group	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.vadinBB60.group.f__.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.NK4A136.group	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium..fissicatena.group	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Dubosiella	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Dielma	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__GCA.900066575	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Clostridium..innocuum.group	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Marvinbryantia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.001	k__Bacteria.p__Firmicutes.c__Clostridia.o__Christensenellales.f__Christensenellaceae.g__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.Shigella	k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Eubacteriaceae.g__Eubacterium	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Candidatus.Stoquefichus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Erysipelatoclostridium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Paludicola	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.004	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Intestinimonas	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Incertae.Sedis	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eisenbergiella	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculum	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Odoribacter	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcaceae.g__Romboutsia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__Family.XIII.UCG.001	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerostipes	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Hungatella	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.ND3007.group	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalibaculum	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotellaceae.UCG.001	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium..nodatum.group	k__Bacteria.p__Firmicutes.c__Bacilli.o__Alicyclobacillales.f__Alicyclobacillaceae.g__Tumebacillus	k__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Alloprevotella	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Ruminococcus..torques.group	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__UBA1819	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG.005	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Tuzzerella	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__Peptococcus	k__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Ligilactobacillus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium..xylanophilum.group	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Sellimonas	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Flavonifractor	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenella	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Negativibacillus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__UCG.009	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Cuneatibacter	k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Phascolarctobacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__UC5.1.2E3	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lactonifactor	k__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.009
TL1a_FP_207	9	0	545	0	85	39663	83	133	165	0	0	0	143	249	313	0	37	556	10	127	63	2	0	349	50	0	2738	0	0	0	16	0	0	217	0	0	8	35	5	59	0	78	0	0	0	0	94	0	1053	11612	0	33	0	16839	0	29	445	0	805	0	0	0	0	256	12	65	0	116	0	5	0	0	14	0	44
TL1a_DTT_171	32	0	768	0	204	42270	84	315	0	0	0	24	46	7	7	0	14	0	4	721	30	0	0	2117	12	1209	1346	0	0	0	10	0	7297	38	4	86	51	11	62	79	0	14	2770	0	6	0	48	130	474	0	0	39	0	9690	0	16	46	0	652	0	0	0	0	98	2	41	0	2	0	2	0	45	0	762	9
TL1a_FP_75	953	0	1235	114	806	34937	163	1001	0	0	87	26	103	161	16	0	37	0	16	238	44	24	32	30	0	1585	1849	0	4	6	15	0	7578	0	11	83	3	7	31	77	43	0	3690	13	16	11	31	272	384	0	0	41	0	13292	586	7	99	15	320	4	16	14	0	190	6	34	9	0	9	6	2757	11	6	1359	39
TL1a_DTT_141	14	0	677	0	47	59860	24	380	20	0	0	0	30	30	0	0	39	4	0	752	53	6	0	1257	5	909	1509	0	0	0	22	0	9486	95	0	131	45	43	4	84	0	26	463	0	2	0	26	518	699	0	0	60	0	9587	0	1	42	0	809	0	0	3	0	82	0	20	0	0	0	0	1209	36	0	350	0
TL1a_FP_141	59	0	337	0	11	43482	47	216	0	0	0	0	11	66	7	0	8	0	4	103	50	6	0	1168	2	859	617	0	0	0	4	0	3639	24	5	56	7	6	53	63	1	7	954	0	0	0	9	230	158	0	0	16	0	6631	16	1	36	0	207	0	0	9	0	42	0	12	0	0	0	0	572	10	0	896	3
TL1a_DTT_243	27	0	391	3	534	62136	90	97	85	0	0	0	114	27	54	0	12	0	0	306	28	4	0	405	18	0	804	1	0	0	52	0	0	118	0	0	13	9	6	0	0	0	0	0	0	0	38	4	1191	4	0	71	3	7253	3	0	41	0	307	0	0	4	0	93	10	113	0	18	0	0	0	22	0	0	12
TL1A_FP_639	0	0	42	0	2997	6939	9	11	0	0	0	4	0	8	3	0	2	0	3	0	18	0	0	0	35	1111	224	0	0	0	2	0	1394	0	0	45	0	4	0	0	0	0	407	0	0	0	0	228	40	0	0	6	0	5169	0	3	16	0	30	0	0	0	0	3	6	23	0	0	0	3	106	0	0	196	7
TL1a_DTT_63	11	0	326	0	132	31989	20	178	3	0	0	6	18	22	0	0	7	0	0	1014	47	8	0	0	0	571	1249	0	0	0	5	0	6641	0	0	73	0	3	2	12	12	0	421	0	0	0	27	213	563	0	9	18	0	12515	0	5	14	0	275	0	0	0	0	85	5	19	0	0	0	5	481	0	0	80	0
TL1a_FP_171	12	1	787	0	82	109490	74	464	0	0	3	24	84	79	2	0	10	0	26	82	62	0	0	10659	11	1943	3100	0	0	1	27	1	15162	94	0	101	187	7	6	162	0	26	1560	1	0	0	22	516	355	0	0	36	0	8958	1	42	1275	0	54	0	0	1	1	144	0	117	0	20	0	4	0	53	5	3843	0
TL1A_FP_687	0	0	3	0	7750	10989	3	49	0	0	0	3	0	89	5	0	12	0	6	0	0	3	0	0	38	1164	240	0	0	0	0	0	3238	0	0	47	0	6	0	5	7	0	275	0	0	0	2	241	189	0	0	16	0	2519	0	4	24	0	0	0	0	0	0	3	7	13	0	0	0	4	43	4	3	139	14
TL1a_DTT_207	158	4	496	19	294	46795	158	84	311	0	8	0	63	34	159	0	18	1861	7	204	34	5	8	359	154	0	1455	7	0	5	70	3	0	186	0	0	21	26	5	26	0	79	0	12	0	0	38	16	2426	3899	0	58	0	24168	6	19	95	5	219	0	15	6	0	107	5	64	0	33	1	0	0	17	7	0	25
TL1a_DTT_75	10	0	517	0	62	18296	12	255	0	0	0	5	16	20	0	0	7	46	0	925	27	0	0	0	0	499	983	0	0	0	4	0	3296	0	0	66	0	3	0	56	11	0	1208	0	0	0	16	165	1349	0	3	13	9	7859	0	7	13	0	221	0	0	8	0	69	0	8	0	0	0	3	305	2	0	80	0
TL1a_FP_99	0	0	351	0	37	37776	36	281	0	0	0	4	48	118	9	0	12	0	15	135	24	13	0	0	0	971	2023	0	0	0	5	0	3958	15	0	65	5	5	24	0	29	15	1218	0	0	0	17	118	417	0	11	27	0	6249	0	0	116	0	76	0	0	0	0	62	0	29	0	0	0	2	897	6	7	930	0
TL1a_DTT_99	217	0	533	34	1940	48865	109	414	0	0	6	20	77	70	10	2	17	23	3	1119	99	2	15	47	0	1478	2049	1	0	8	8	0	7343	50	4	141	13	20	5	0	23	34	782	0	0	9	65	562	733	0	17	47	0	12670	134	0	31	8	564	0	11	13	0	92	9	70	0	0	4	5	847	25	5	337	0
TL1A_DTT_639	8	0	18	0	6878	16917	18	15	0	0	0	28	4	48	6	0	7	0	7	0	104	6	2	0	127	5270	537	0	0	0	14	0	2674	0	0	167	0	0	0	0	28	0	175	0	0	0	0	477	60	0	0	55	0	4813	0	11	14	0	157	0	0	0	0	0	63	46	0	0	0	8	529	45	0	297	41
TL1A_DTT_687	0	0	0	0	8209	4997	7	2	0	0	0	5	2	10	0	0	3	0	10	0	0	0	0	0	26	765	58	0	0	0	3	0	1161	0	0	42	0	2	0	0	11	0	647	0	0	0	0	101	22	0	0	40	0	1513	0	0	9	0	0	0	0	0	0	6	3	14	0	0	0	2	102	5	0	85	0
TL1a_FP_63	8	0	1263	0	71	43235	77	464	0	0	0	19	70	147	19	0	32	0	11	185	99	19	0	0	0	2143	1525	0	0	0	15	0	5304	0	0	101	0	8	6	108	27	0	1897	9	0	0	30	397	455	0	21	26	0	22703	2	6	50	0	259	0	0	0	0	136	0	66	0	0	0	12	2245	3	5	1427	52
TL1a_FP_243	113	0	418	0	584	68161	33	73	73	10	0	0	127	107	35	0	49	0	0	138	20	6	0	329	5	0	1295	0	0	0	5	0	0	119	0	0	0	5	67	0	1	0	0	19	0	0	45	0	606	0	0	17	0	870	30	6	61	0	130	0	0	0	0	91	9	185	0	46	0	4	0	20	3	0	48
