OTU.ID	GnotoExpt-DTT485-S633	GnotoExpt-DTT484-S632	806rcbc365-S500	GnotoExpt-DTT555-S167	GnotobioticExp-DTT-195-S205	GnotoExpt-DTT552-S163	GnotoExpt-DTT543-S154	GnotoExpt-DTT550-S161	GnotoExpt-DTT537-S148	GnotoExpt-DTT472-S620	GnotoExpt-DTT452-S600	GnotoExpt-DTT535-S146	GnotoExpt-DTT480-S628	GnotoExpt-DTT556-S168	806rcbc533-S438	GnotoExpt-DTT611-S346	806rcbc498-S403	GnotoExpt-DTT541-S152	GnotoExpt-DTT538-S149	806rcbc381-S515	GnotoExpt-DTT557-S169	806rcbc564-S469	806rcbc431-S432	GnotobioticExp-DTT-189-S199	GnotoExpt-DTT570-S182	GnotoExpt-DTT389-S535	GnotoExpt-DTT539-S150	GnotoExpt-DTT564-S176	GnotoExpt-DTT565-S177	GnotoExpt-DTT607-S342	GnotoExpt-DTT534-S145	806rcbc450-S451	GnotoExpt-DTT464-S612	GnotobioticExp-DTT-191-S201	806rcbc447-S448	806rcbc562-S467	806rcbc492-S397	GnotoExpt-DTT603-S338	GnotoExpt-DTT456-S604	GnotobioticExp-DTT-193-S203	GnotoExpt-DTT605-S340	GnotoExpt-DTT476-S624	806rcbc495-S400	GnotoExpt-DTT596-S331	GnotobioticExp-DTT-197-S207	806rcbc530-S435	806rcbc523-S428	806rcbc558-S463	GnotoExpt-DTT451-S599	GnotoExpt-DTT609-S344	GnotobioticExp-DTT-178-S188	806rcbc454-S455	GnotoExpt-DTT560-S172	GnotoExpt-DTT563-S175	806rcbc375-S509	GnotobioticExp-DTT-180-S190	GnotoExpt-DTT608-S343	GnotoExpt-DTT479-S627	GnotoExpt-DTT600-S335	GnotoExpt-DTT615-S350	GnotoExpt-DTT551-S162	806rcbc553-S458	GnotoExpt-DTT566-S178	806rcbc521-S426	806rcbc496-S401	806rcbc522-S427	806rcbc380-S514	GnotoExpt-DTT473-S621	806rcbc566-S471	GnotobioticExp-DTT-186-S196	806rcbc427-S428	GnotoExpt-DTT569-S181	GnotoExpt-DTT467-S615	806rcbc520-S425	806rcbc528-S433	806rcbc560-S465	GnotoExpt-DTT392-S538	GnotobioticExp-DTT-199-S209	GnotoExpt-DTT390-S536	806rcbc374-S508	GnotoExpt-DTT387-S533	GnotobioticExp-DTT-183-S193	806rcbc379-S513	806rcbc526-S431	806rcbc493-S398	806rcbc567-S472	GnotobioticExp-DTT-184-S194	GnotoExpt-DTT554-S165	GnotobioticExp-DTT-182-S192	GnotoExpt-DTT471-S619	GnotoExpt-DTT602-S337	GnotobioticExp-DTT-185-S195	GnotobioticExp-DTT-177-S187	806rcbc363-S498	806rcbc550-S455	GnotoExpt-DTT612-S347	GnotoExpt-DTT460-S608	806rcbc371-S504	GnotoExpt-DTT548-S159	GnotoExpt-DTT598-S333	GnotobioticExp-DTT-207-S217	GnotobioticExp-DTT-204-S214	GnotobioticExp-DTT-205-S215	GnotoExpt-DTT457-S605	GnotoExpt-DTT561-S173	806rcbc488-S393	806rcbc444-S445	GnotoExpt-DTT486-S634	GnotoExpt-DTT601-S336	GnotoExpt-DTT530-S141	806rcbc446-S447	GnotoExpt-DTT613-S348	GnotoExpt-DTT478-S626	806rcbc519-S424	GnotoExpt-DTT463-S611	GnotobioticExp-DTT-181-S191	GnotoExpt-DTT462-S610	GnotobioticExp-DTT-200-S210	GnotoExpt-DTT545-S156	GnotoExpt-DTT547-S158	GnotobioticExp-DTT-188-S198	806rcbc529-S434	806rcbc497-S402	GnotobioticExp-DTT-196-S206	GnotoExpt-DTT455-S603	GnotoExpt-DTT477-S625	GnotobioticExp-DTT-192-S202	GnotoExpt-DTT388-S534	GnotoExpt-DTT483-S631	GnotoExpt-DTT616-S351	806rcbc376-S510	GnotoExpt-DTT470-S618	GnotoExpt-DTT475-S623	GnotoExpt-DTT604-S339	806rcbc426-S427	GnotoExpt-DTT459-S607	806rcbc524-S429	GnotoExpt-DTT394-S540	GnotoExpt-DTT393-S539	GnotoExpt-DTT454-S602	GnotoExpt-DTT474-S622	806rcbc552-S457	GnotoExpt-DTT599-S334	GnotoExpt-DTT385-S531	GnotoExpt-DTT532-S143	GnotoExpt-DTT536-S147	GnotoExpt-DTT542-S153	GnotobioticExp-DTT-209-S219	806rcbc491-S396	GnotoExpt-DTT466-S614	806rcbc534-S439	806rcbc445-S446	806rcbc377-S511	GnotoExpt-DTT469-S617	806rcbc561-S466	GnotobioticExp-DTT-198-S208	806rcbc499-S404	806rcbc555-S460	GnotoExpt-DTT606-S341	806rcbc559-S464	GnotoExpt-DTT610-S345	806rcbc453-S454	806rcbc368-S501	806rcbc551-S456	GnotoExpt-DTT617-S352	GnotoExpt-DTT453-S601	GnotoExpt-DTT386-S532	806rcbc489-S394	806rcbc429-S430	806rcbc449-S450	GnotoExpt-DTT391-S537	GnotobioticExp-DTT-203-S213	GnotobioticExp-DTT-190-S200	GnotoExpt-DTT562-S174	806rcbc565-S470	806rcbc494-S399	806rcbc364-S499	GnotoExpt-DTT481-S629	GnotoExpt-DTT544-S155	GnotoExpt-DTT549-S160	GnotoExpt-DTT559-S171	GnotobioticExp-DTT-208-S218	GnotoExpt-DTT465-S613	GnotoExpt-DTT458-S606	806rcbc362-S497	GnotoExpt-DTT533-S144	806rcbc372-S505	806rcbc554-S459	GnotoExpt-DTT618-S353	806rcbc432-S433	GnotobioticExp-DTT-194-S204	806rcbc370-S503	GnotoExpt-DTT468-S616	806rcbc373-S506	GnotoExpt-DTT568-S180	806rcbc525-S430	806rcbc557-S462	GnotoExpt-DTT546-S157	GnotobioticExp-DTT-201-S211	GnotoExpt-DTT614-S349	GnotobioticExp-DTT-206-S216	806rcbc490-S395	GnotoExpt-DTT567-S179	806rcbc563-S468	806rcbc527-S432	GnotoExpt-DTT540-S151	GnotobioticExp-DTT-175-S185	GnotobioticExp-DTT-202-S212	GnotobioticExp-DTT-176-S186	806rcbc556-S461	GnotoExpt-DTT531-S142	GnotoExpt-DTT395-S541	GnotoExpt-DTT553-S164	GnotoExpt-DTT595-S330	GnotobioticExp-DTT-210-S220	806rcbc531-S436	GnotoExpt-DTT558-S170	806rcbc532-S437	GnotobioticExp-DTT-187-S197	GnotoExpt-DTT461-S609	806rcbc378-S512	GnotoExpt-DTT597-S332	GnotobioticExp-DTT-366.fastq	GnotobioticExp-DTT-308.fastq	GnotobioticExp-DTT-367.fastq	GnotobioticExp-DTT-303.fastq	GnotobioticExp-DTT-305.fastq	GnotobioticExp-DTT-370.fastq	GnotobioticExp-DTT-319.fastq	GnotobioticExp-DTT-362.fastq	GnotobioticExp-DTT-325.fastq	GnotobioticExp-DTT-307.fastq	GnotobioticExp-DTT-179.fastq	GnotobioticExp-DTT-381.fastq	GnotobioticExp-DTT-318.fastq	GnotobioticExp-DTT-323.fastq	GnotobioticExp-DTT-311.fastq	GnotobioticExp-DTT-384.fastq	GnotobioticExp-DTT-321.fastq	GnotobioticExp-DTT-320.fastq	GnotobioticExp-DTT-383.fastq	GnotobioticExp-DTT-322.fastq	GnotobioticExp-DTT-306.fastq	GnotobioticExp-DTT-373.fastq	GnotobioticExp-DTT-376.fastq	GnotobioticExp-DTT-379.fastq	GnotobioticExp-DTT-378.fastq	GnotobioticExp-DTT-324.fastq	GnotobioticExp-DTT-372.fastq	GnotobioticExp-DTT-368.fastq	GnotobioticExp-DTT-363.fastq	GnotobioticExp-DTT-315.fastq	GnotobioticExp-DTT-377.fastq	GnotobioticExp-DTT-364.fastq	GnotobioticExp-DTT-371.fastq	GnotobioticExp-DTT-313.fastq	GnotobioticExp-DTT-375.fastq	GnotobioticExp-DTT-302.fastq	GnotobioticExp-DTT-312.fastq	GnotobioticExp-DTT-314.fastq	GnotobioticExp-DTT-374.fastq	GnotobioticExp-DTT-317.fastq	GnotobioticExp-DTT-309.fastq	GnotobioticExp-DTT-380.fastq	GnotobioticExp-DTT-310.fastq	GnotobioticExp-DTT-304.fastq	GnotobioticExp-DTT-369.fastq	GnotobioticExp-DTT-316.fastq	GnotobioticExp-DTT-382.fastq	taxonomy
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus	0	0	0	0	21	3	0	0	0	0	0	0	0	2	99	3	4	0	0	0	12	15	0	0	0	0	3	0	0	0	0	0	0	0	55	39	0	15	0	63	0	0	0	18	55	108	7	13	0	9	0	0	0	3	0	0	12	0	0	32	0	0	0	98	0	30	0	0	28	0	353	22	0	75	37	14	1	60	18	0	8	0	5	39	0	10	0	0	0	0	29	0	6	17	25	0	0	12	0	4	24	14	35	0	0	3	99	0	6	0	0	55	0	0	0	23	0	59	2	0	0	0	0	2	0	0	0	3	0	5	3	0	0	4	76	0	0	0	7	0	0	23	0	2	0	0	0	34	13	0	13	0	4	0	17	0	2	3	0	18	0	0	0	11	3	0	2	0	0	52	3	39	3	0	88	0	5	0	0	0	0	20	0	0	21	11	3	42	0	0	38	4	0	0	0	84	9	3	31	24	26	0	0	44	71	0	5	20	0	14	0	18	0	0	18	114	6	85	0	0	5	6	0	17	12	23	23	0	0	13	0	8	3	2	2	14	4	0	7	7	0	2	22	0	0	0	8	0	0	11	18	8	2	6	0	20	12	24	85	16	5	21	5	0	44	21	12	4	0	
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0	2	0	0	0	2	0	120	0	1	0	0	0	34	6	0	0	0	41	0	1	4	322	0	21	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	1	0	0	2687	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17	0	0	0	1	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	33	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	172	0	0	8	0	1	11	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	40	0	5	77	0	0	0	449	0	0	5	7	0	0	12	0	0	0	0	0	0	0	0	1	0	0	4	0	0	8	0	0	6	4	0	0	11	0	0	0	9	14	0	14	0	6	3	0	0	0	0	0	0	0	0	19	0	0	0	0	0	47	0	0	0	0	90	0	0	34	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium	0	0	587	3091	667	1809	375	531	232	44	132	247	104	2544	231	6	9994	214	235	1214	3580	2206	405	2372	2680	332	766	497	1241	1	599	906	192	163	384	1578	6958	324	0	2149	9	770	2374	430	885	4835	2280	194	0	285	720	3232	3164	22	18	846	169	0	13	559	936	919	1806	17279	1285	1961	1845	0	1205	119	1622	478	0	3446	1657	227	1467	545	1170	123	1096	1859	2468	1682	2578	3315	2666	1607	3002	551	708	1596	7386	960	400	7	0	3433	442	27	280	104	443	0	3960	3321	2692	0	63	258	1039	138	0	1485	106	7393	31	1444	486	338	1760	2863	1752	27	1	2130	4	516	304	16	2770	322	164	44	1561	884	3202	408	1716	16	0	560	9	861	103	174	226	244	5761	0	266	1957	1085	23	156	608	9383	266	6	131	14	5240	76	592	5	253	1491	3068	382	923	1328	243	2614	1944	2455	990	1199	82	201	230	2664	220	199	601	438	1979	1925	2656	3	724	2446	769	0	543	1185	2789	119	709	546	803	726	3348	2892	2507	3775	215	9370	150	1486	224	311	778	58	18	7	959	72	785	1352	0	4755	699	75	226	2578	348	641	799	1278	6569	3221	73	3178	1076	62	2090	204	194	2186	1939	175	1189	1375	2883	673	1138	283	309	187	4916	4319	266	357	1634	178	132	6011	720	1057	537	7295	423	228	1462	441	236	5434	313	9	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	0	0	96	524	221	50	58	1348	192	22	1	320	0	2031	163	20	630	66	1389	293	2869	481	188	11	1739	1462	984	554	408	9	1452	41	0	999	67	1117	805	264	0	678	10	4	152	348	148	1475	1257	272	0	357	12	527	573	223	57	24	262	0	7	340	1528	48	398	254	162	969	219	0	812	17	19	1151	0	147	607	347	1058	498	1316	66	681	77	419	158	351	252	10	578	55	5	441	1323	666	187	99	15	0	224	1136	33	257	1559	803	0	490	260	233	29	93	582	7	252	1	920	0	21	0	392	384	687	12	386	264	177	3	1	98	1077	21	30	272	4	1	32	1227	5	2010	653	968	0	0	210	6	692	1947	149	130	579	1103	0	87	200	224	0	232	1514	596	270	10	201	34	342	203	174	5	1	987	157	1015	51	1451	61	372	2381	735	1106	214	1	1425	906	690	144	20	8	73	2144	234	2503	3	814	338	92	0	221	481	307	155	1040	417	509	312	158	299	624	410	773	781	70	103	367	530	2335	216	4	161	630	147	180	11	0	577	382	72	389	128	581	633	165	68	828	70	161	276	1284	105	38	139	193	0	0	227	1	878	369	536	741	154	0	38	253	1010	312	450	639	80	270	845	521	360	501	833	282	605	1545	379	386	380	184	33	
k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__;g__	0	0	15	0	0	41	0	218	0	0	0	6	0	37	0	0	0	2	74	31	12	0	137	0	128	0	2169	6	0	0	1888	0	0	0	0	0	0	0	0	6	0	0	0	0	4	25	0	2	0	0	0	378	0	12	0	0	0	0	0	0	3109	0	0	3	0	40	29	0	0	0	0	13	0	0	28	0	0	0	3	0	0	0	8	0	0	98	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	51	0	0	0	0	3	0	2	0	0	0	0	0	0	4	0	0	0	83	0	0	0	0	0	0	0	60	0	0	2	0	0	10	0	0	0	61	18	95	0	0	0	0	190	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	914	0	0	0	0	0	0	1949	0	0	0	0	0	0	0	0	3	4	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	5	11	0	11	0	6	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	374	0	0	18	0	0	4	0	5	0	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Clostridium] methylpentosum group;g__	0	0	0	0	0	0	3	18	4	0	0	10	0	0	0	0	8	8	19	0	0	0	0	2	0	0	50	0	0	0	4	0	0	6	0	0	34	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	14	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	22	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0	0	23	221	1	143	0	10	0	0	0	0	0	188	121	2	73	0	8	2	691	1	0	1	58	172	1	159	365	0	308	0	1	103	4	3	86	11	0	1	0	1	61	16	1	749	102	0	0	9	1	443	339	43	0	17	6	37	1	31	5	0	373	20	76	7	7	0	2	91	51	437	0	31	16	0	972	317	183	10	879	1	59	21	193	3	1	351	1	1	24	9	9	23	0	1	0	19	0	1	1	76	195	0	241	77	56	0	9	0	3	12	0	12	0	11	0	1	44	0	2	112	64	1	0	2	1	321	0	1	119	1	1	3	71	2	0	321	785	1	0	0	2	649	4	0	0	1	297	0	87	75	4	0	0	482	66	1	0	0	4	31	0	0	0	1	829	53	165	0	1161	1	1	2502	3	84	21	0	1	0	343	50	1	2	46	473	18	0	1	0	1	101	0	2	146	76	2	444	1	53	1	82	182	1	59	31	6	22	1	0	0	608	16	1	143	127	19	112	48	0	25	51	3	34	178	17	57	46	1	150	0	8	2	42	1	3	30	4	1	0	19	1	53	206	29	32	37	1	1	143	96	12	20	63	7	19	172	4	24	10	233	28	52	90	55	13	110	3	1	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludicola	0	0	0	7	0	20	0	0	0	0	0	0	0	18	0	0	0	0	0	8	17	11	0	9	2	0	0	2	22	0	2	0	0	18	0	26	13	9	0	0	0	0	2	10	0	0	0	13	0	5	0	0	20	0	0	9	2	0	0	15	0	0	11	3	0	0	18	0	6	3	0	29	0	0	0	55	0	0	0	4	4	7	3	0	4	0	12	6	3	0	9	9	58	2	29	0	0	22	0	0	0	0	0	0	16	0	0	0	0	0	12	5	0	16	0	33	0	0	0	0	9	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	4	0	28	0	0	0	0	11	0	0	0	41	0	0	0	0	0	0	0	0	5	26	9	0	0	0	0	0	26	0	0	0	0	30	0	82	0	0	0	19	0	10	7	0	11	9	0	18	0	0	5	29	0	0	107	0	2	27	0	11	0	2	0	0	3	3	6	0	2	8	0	3	4	12	23	0	0	3	0	5	16	0	2	0	2	0	0	0	0	0	47	9	0	0	0	0	0	2	5	12	0	0	0	0	2	11	3	8	2	18	16	0	6	20	0	7	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella	0	0	0	0	0	10	21	64	10	0	0	19	0	4	0	0	0	5	12	0	3	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	2	84	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	5	6	0	18	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	2	0	0	10	0	0	0	0	0	0	4	0	6	0	0	0	0	0	8	39	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	13	5	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	20	2	2	6	0	0	0	17	0	0	0	0	3	0	0	24	4	0	0	5	4	8	2	0	0	0	0	271	0	3	0	0	2	6	0	0	0	0	0	0	0	0	5	2	0	8	30	12	36	18	0	40	0	8	0	0	2	0	9	0	0	0	0	0	62	42	34	0	0	0	0	22	35	17	4	34	5	46	54	13	17	15	48	13	25	3	23	19	37	2	0	
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	0	0	16	3	1	17	262	1664	47	0	0	41	0	227	68	0	0	368	871	155	87	141	0	6	387	312	25	121	2	0	320	0	0	9	92	143	0	1	0	10	0	0	0	3	1	611	448	118	0	1	6	334	2	73	12	3	1	0	0	1	1045	169	3	51	0	63	106	0	281	7	267	63	0	30	97	35	398	27	466	23	307	504	107	25	0	309	11	4	223	0	1	10	1183	29	39	0	0	93	105	0	1	9	11	0	3	0	11	0	1	30	106	1	0	263	0	4	0	3	98	44	24	313	0	1	0	0	1	479	0	2	41	0	0	0	263	0	357	326	319	0	0	130	0	211	912	38	136	34	0	0	85	20	65	0	108	47	0	22	0	102	5	472	28	65	0	0	336	0	122	60	500	1	1	381	176	13	33	0	1140	18	4	1	0	0	31	396	86	395	1	532	1	54	0	145	32	46	57	279	1	1	1	0	1	118	81	724	7	1	743	146	72	695	58	0	4	88	38	55	1	0	53	1	1	929	4	577	3	63	1	4	19	96	1	1	1	7	1	1	1	1	1	1	47	3	79	1	10	1	1	2	2	41	41	2	1	1	7	1410	2	517	14	1	46	9	18	1	3	1	1	
