# Constructed from biom file
#OTU ID	Lyz2.04B.FP244.S41	Vil1.05B.FP57	Itg.02.FP409.S9	Vil1.01B.FP07	Lyz2.04B.FP243.S92	Lyz2.04B.FP245.S42	Vil1.01B.FP08	Vil1.14B.FP167	Vil1.06B.FP67	Lyz2.01B.FP208.S56	Vil1.09B.FP108	Itg.22.FP515.S18	Lyz2.05B.FP255.S52	Itg.24.FP528.S31	Vil1.04B.FP43	Vil1.08B.FP95	Vil1.09B.FP106	Vil1.10B.FP120	Vil1.03B.FP32	Vil1.08B.FP96	Itg.26.FP540.S44	Vil1.06B.FP68	Lyz2.08B.FP291.S89	Vil1.01B.FP09	Vil1.06B.FP69	Vil1.02B.FP19	Itg.26.FP539.S43	Itg.18.FP491.S94	Itg.16.FP481.S84	Vil1.03B.FP33	Itg.08.FP445.S46	Itg.24.FP529.S32	Lyz2.08B.FP292.S90	Vil1.10B.FP119	Vil1.04B.FP44	Itg.20.FP504.S7	Vil1.07B.FP79	Itg.24.FP527.S30	Lyz2.07B.FP279.S77	Lyz2.06B.FP269.S67	Lyz2.03B.FP231.S79	Lyz2.07B.FP281.S79	Vil1.09B.FP107	Itg.08.FP443.S44	Vil1.04B.FP45	Lyz2.05B.FP256.S53	Itg.12.FP469.S71	Itg.06.FP433.S34	Lyz2.02B.FP220.S68	Lyz2.05B.FP257.S54	Vil1.08B.FP94	Itg.02.FP408.S8	Vil1.02B.FP21	Itg.16.FP479.S81	Vil1.05B.FP55	Itg.22.FP516.S19	Itg.04.FP420.S20	Itg.10.FP456.S58	Vil1.13B.FP156	Itg.18.FP492.S95	Itg.12.FP468.S70	Itg.12.FP467.S69	Itg.20.FP505.S8	Vil1.14B.FP166	Itg.22.FP517.S20	Lyz2.06B.FP268.S65	Lyz2.03B.FP233.S81	Lyz2.02B.FP221.S69	Vil1.07B.FP81	Itg.06.FP431.S32	Lyz2.06B.FP267.S64	Itg.02.FP407.S7	Itg.04.FP419.S19	Lyz2.01B.FP207.S55	Vil1.13B.FP155	Itg.08.FP444.S45	Vil1.13B.FP154	Vil1.14B.FP168	Vil1.03B.FP31	Lyz2.03B.FP232.S80	Itg.18.FP493.S96	Itg.10.FP457.S59	Itg.06.FP432.S33	Lyz2.01B.FP209.S57	Lyz2.07B.FP280.S78	Itg.16.FP480.S83	Vil1.07B.FP80	Itg.10.FP455.S57	Vil1.05B.FP56	Vil1.02B.FP20	Itg.04.FP421.S21	Itg.26.FP541.S45	Lyz2.08B.FP293.S91	Itg.20.FP503.S6	Lyz2.02B.FP219.S67	Vil1.10B.FP118	SLCFP021	SLCFP069	SLCFP111	LYZFP304	SLCFP067	SLCFP051	LYZFP328	LYZFP317	SLCFP093	SLCFP091	LYZFP327	SLCFP073	SLCFP128	SLCFP092	SLCFP002	SLCFP019a	LYZFP316	SLCFP075	SLCFP049	LYZFP339	LYZFP315	SLCFP050	LYZFP352	LYZFP305	SLCFP127	LYZFP340	SLCFP129	LYZFP351	SLCFP074	LYZFP303	SLCFP003	SLCFP068	SLCFP001	SLCFP110	LYZFP353	SLCFP109	SLCFP020	LYZFP329	LYZFP341	SLCFP164	SLCFP163	SLCFP145	SLCFP165	SLCFP146	SLCFP147	taxonomy
1CMET2-PWY	23777.0	66652.0	25600.0	32919.0	42717.0	19746.0	34812.0	11095.0	37921.0	59888.0	58446.0	21997.0	19928.0	41025.0	39619.0	51974.0	44230.0	42043.0	40542.0	83470.0	50098.0	49952.0	19297.0	45959.0	66692.0	41760.0	27344.0	38299.0	43843.0	56847.0	37624.0	47189.0	21636.0	60040.0	34509.0	49010.0	29797.0	26699.0	9012.0	21829.0	35174.0	17384.0	60659.0	32281.0	40196.0	10320.0	51540.0	35628.0	59011.0	20988.0	62956.0	20482.0	54269.0	26592.0	58210.0	56578.0	18546.0	35297.0	8387.0	53726.0	40926.0	39978.0	51400.0	13560.0	52006.0	27365.0	51774.0	46250.0	45765.0	21821.0	33086.0	12480.0	27069.0	33722.0	12147.0	28706.0	7052.0	19790.0	29648.0	35864.0	38671.0	48150.0	35334.0	42134.0	13212.0	48038.0	31830.0	52331.0	52300.0	39846.0	28841.0	49682.0	28886.0	39040.0	41942.0	55862.0	17696.0	13438.0	14194.0	77646.0	14642.0	21964.0	38371.0	74424.0	23528.0	23352.0	77274.0	22068.0	21892.0	32605.0	15180.0	17944.0	88650.0	11298.0	24338.0	60178.0	90240.0	16376.0	30614.0	86361.0	14564.0	40445.0	10704.0	47238.0	20476.0	103329.0	21190.0	15631.0	19965.0	8029.0	23798.0	16664.0	19528.0	57080.0	42362.0	41515.0	56443.0	71336.0	39318.0	67698.0	37537.0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	14.0	6.0	3.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	3.0	0.0	22.0	2.0	5.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	1.0	3.0	30.0	3.0	1.0	0.0	3.0	0.0	3.0	0.0	2.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	7.0	3.0	1.0	0.0	0.0	1.0	1.0	0.0
ALL-CHORISMATE-PWY	0.0	102.0	0.0	49.0	26.0	12.0	229.0	518.0	49.0	26.0	412.0	0.0	0.0	0.0	0.0	301.0	0.0	56.0	79.0	1532.0	27.0	34.0	40.0	53.0	41.0	56.0	13.0	21.0	0.0	98.0	13.0	0.0	21.0	287.0	0.0	27.0	50.0	10.0	8.0	10.0	21.0	14.0	31.0	15.0	30.0	7.0	31.0	22.0	25.0	0.0	46.0	0.0	57.0	21.0	161.0	0.0	0.0	0.0	131.0	0.0	0.0	0.0	0.0	111.0	0.0	20.0	17.0	19.0	50.0	0.0	20.0	5.0	0.0	0.0	272.0	0.0	179.0	601.0	82.0	19.0	0.0	22.0	0.0	19.0	0.0	29.0	30.0	0.0	78.0	30.0	0.0	17.0	33.0	0.0	0.0	73.0	33.0	0.0	43.0	517.0	0.0	596.0	392.0	1192.0	94.0	0.0	736.0	0.0	40.0	89.0	84.0	0.0	615.0	0.0	258.0	401.0	674.0	729.0	272.0	667.0	0.0	255.0	0.0	577.0	0.0	798.0	0.0	0.0	179.0	0.0	181.0	0.0	0.0	686.0	299.0	113.0	53.0	40.0	71.0	299.0	3352.0
ANAEROFRUCAT-PWY	31743.0	57595.0	29817.0	39334.0	62208.0	25649.0	42192.0	53627.0	42077.0	63848.0	71989.0	28961.0	23958.0	52487.0	45017.0	94461.0	63225.0	50416.0	44512.0	107598.0	58112.0	46606.0	24048.0	54455.0	56032.0	56830.0	34081.0	39986.0	48028.0	61820.0	43580.0	50154.0	26423.0	82914.0	39659.0	62126.0	32901.0	27722.0	9801.0	19239.0	52066.0	18268.0	59438.0	38035.0	41644.0	10443.0	58417.0	44942.0	73843.0	18611.0	85039.0	28009.0	59968.0	28941.0	60191.0	67589.0	25318.0	44627.0	22558.0	57574.0	46292.0	45990.0	61937.0	59700.0	55986.0	26368.0	73393.0	59611.0	50771.0	26755.0	33313.0	17516.0	25264.0	39035.0	13466.0	33397.0	18121.0	45186.0	37444.0	54313.0	43847.0	57921.0	44641.0	42362.0	15366.0	52383.0	36749.0	68305.0	42903.0	49827.0	34670.0	59065.0	33706.0	50156.0	45872.0	58490.0	20474.0	15115.0	15366.0	90967.0	16558.0	20565.0	41629.0	213598.0	28708.0	28516.0	97096.0	27175.0	25679.0	39953.0	17867.0	20096.0	109205.0	13113.0	25617.0	65109.0	121090.0	17776.0	34066.0	253191.0	18268.0	44073.0	12487.0	53033.0	24177.0	126121.0	24583.0	17467.0	24088.0	8082.0	26128.0	20302.0	21985.0	57157.0	48495.0	71409.0	76395.0	81393.0	57970.0	101025.0	45521.0
ANAGLYCOLYSIS-PWY	37363.0	91417.0	36763.0	45837.0	93668.0	29544.0	50027.0	81991.0	51609.0	84951.0	89435.0	33331.0	28705.0	60556.0	52673.0	171268.0	76699.0	60868.0	56701.0	125317.0	69307.0	70272.0	34814.0	63490.0	94057.0	64704.0	37896.0	50099.0	59591.0	80611.0	51683.0	65604.0	32214.0	108306.0	46816.0	71087.0	40276.0	36637.0	12121.0	30820.0	88017.0	24507.0	89949.0	46158.0	54215.0	14145.0	69676.0	54331.0	89724.0	28689.0	111938.0	31569.0	74686.0	36077.0	77960.0	78509.0	31289.0	57687.0	63801.0	72570.0	55605.0	54130.0	72424.0	125802.0	69773.0	38729.0	100405.0	72453.0	64353.0	31727.0	45970.0	19237.0	36731.0	46195.0	77273.0	39786.0	305042.4485	68928.0	42416.0	91516.0	52262.0	68840.0	56767.0	59070.0	18982.0	64512.0	44387.0	96847.0	72130.0	56678.0	41384.0	68827.0	40407.0	58422.0	58925.0	88171.0	21743.0	17833.0	17754.0	115371.0	20689.0	26242.0	47224.0	238154.0	33034.0	31407.0	107344.0	42315.0	28471.0	51505.0	19637.0	21653.0	140407.0	15713.0	28551.0	81599.0	159333.0	19012.0	37530.0	510121.0	23502.0	52699.0	13433.0	57919.0	30758.0	361701.0	26267.0	20935.0	26244.0	9833.0	28971.0	21297.0	23600.0	69431.0	54760.0	86712.0	97714.0	134653.0	83228.0	135356.0	74708.0
ARG+POLYAMINE-SYN	2579.0	6589.0	3885.0	2840.0	3188.0	2405.0	7855.0	1715.0	5784.0	10341.0	1002.0	2381.0	1566.0	4997.0	6622.0	1814.0	1178.0	3157.0	7216.0	7782.0	6046.0	6359.0	2305.0	5351.0	6530.0	3100.0	3196.0	3446.0	5101.0	11293.0	6479.0	5911.0	2929.0	2844.0	5898.0	6565.0	3206.0	3252.0	1388.0	3324.0	2646.0	2547.0	1924.0	4386.0	7164.0	1088.0	6772.0	4582.0	8490.0	1931.0	2971.0	2871.0	6377.0	3191.0	7563.0	7254.0	2766.0	4345.0	986.0	4763.0	6018.0	5611.0	7124.0	667.0	6854.0	4399.0	3670.0	5497.0	5531.0	2337.0	5046.0	1616.0	4824.0	4553.0	829.0	4204.0	1702.0	2596.0	4348.0	2615.0	4365.0	7017.0	2969.0	7039.0	1879.0	6086.0	3186.0	5874.0	5349.0	3843.0	4662.0	5196.0	4522.0	4650.0	6882.0	2933.0	4478.0	1492.0	3463.0	8627.0	1702.0	4380.0	5197.0	4471.0	6144.0	6698.0	4565.0	1034.0	3377.0	6870.0	3418.0	4305.0	8848.0	827.0	3374.0	5125.0	8878.0	2879.0	6012.0	10483.0	1844.0	4403.0	1698.0	8111.0	1069.0	7728.0	4950.0	1463.0	4633.0	1853.0	4821.0	4383.0	5143.0	8905.0	5067.0	9528.0	9847.0	11409.0	9924.0	21448.0	16833.0
ARGDEG-PWY	0.0	18.0	0.0	4.0	4.0	4.0	42.0	199.0	7.0	3.0	14.0	0.0	0.0	0.0	0.0	21.0	0.0	5.0	8.0	75.0	3.0	4.0	6.0	4.0	5.0	9.0	2.0	2.0	0.0	11.0	2.0	0.0	2.0	7.0	0.0	4.0	6.0	2.0	2.0	2.0	4.0	2.0	3.0	2.0	5.0	2.0	3.0	3.0	3.0	0.0	5.0	0.0	9.0	2.0	21.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	27.0	0.0	4.0	3.0	3.0	7.0	0.0	2.0	2.0	0.0	0.0	59.0	0.0	47.0	144.0	8.0	4.0	0.0	3.0	0.0	3.0	0.0	3.0	2.0	0.0	16.0	3.0	0.0	3.0	6.0	0.0	0.0	6.0	6.0	0.0	9.0	132.0	0.0	256.0	86.0	156.0	23.0	0.0	175.0	0.0	0.0	18.0	14.0	24.0	134.0	0.0	37.0	96.0	177.0	138.5006	73.0	140.0	0.0	79.0	0.0	116.0	0.0	211.0	0.0	0.0	37.0	0.0	40.0	0.0	0.0	182.0	77.0	11.0	7.0	8.0	8.0	44.0	856.0
ARGORNPROST-PWY	3998.0	8339.0	3554.0	2511.0	5652.0	3855.0	3618.0	2354.0	5146.0	7693.0	3093.0	3943.0	2376.0	6935.0	4187.0	10467.0	2790.0	4523.0	6285.0	15254.0	7325.0	8167.0	1682.0	5478.0	10300.0	4514.0	3716.0	4673.0	4230.0	9575.0	6970.0	7906.0	2085.0	10430.0	3871.0	10370.0	2355.0	4278.0	831.0	2924.0	4262.0	1786.0	3133.0	5539.0	4660.0	1307.0	7708.0	3360.0	6316.0	2478.0	8140.0	2690.0	7361.0	2492.0	6977.0	9840.0	1931.0	6093.0	509.0	7270.0	6376.0	5690.0	10643.0	5023.0	8856.0	3697.0	7969.0	4401.0	5222.0	1914.0	4516.0	1667.0	3603.0	3352.0	601.0	4732.0	764.0	4268.0	4211.0	4804.0	5492.0	8360.0	2347.0	4824.0	1176.0	4812.0	2728.0	8549.0	6748.0	5134.0	3473.0	7162.0	3653.0	7733.0	5459.0	5704.0	2074.0	1684.0	1989.0	6986.0	1620.0	3140.0	2295.0	8742.0	5771.0	5421.0	2546.0	969.0	1901.0	6929.0	2238.0	1861.0	9820.0	805.0	2490.0	2210.0	9078.0	2147.0	2543.0	9878.0	1014.0	2220.0	1094.0	3869.0	1017.0	5905.0	2984.0	1610.0	3004.0	1107.0	2514.0	2095.0	2271.0	5178.0	3087.0	13179.0	14280.0	3756.0	12506.0	9407.0	6491.0
ARGSYN-PWY	19121.0	66643.0	19449.0	22479.0	27140.0	16428.0	28314.0	11027.0	32648.0	54196.0	51289.0	12752.0	16296.0	31156.0	32081.0	40959.0	38864.0	32681.0	38024.0	73411.0	37186.0	47542.0	11578.0	40836.0	65001.0	28372.0	14137.0	29567.0	39436.0	54378.0	30219.0	39651.0	17505.0	55605.0	29007.0	41203.0	25751.0	22117.0	7180.0	20013.0	18725.0	16765.0	54233.0	19942.0	37405.0	9327.0	38769.0	29288.0	42288.0	18904.0	54319.0	14621.0	47446.0	21996.0	49155.0	43216.0	14911.0	24061.0	6192.0	41315.0	31976.0	29621.0	45617.0	13611.0	42943.0	23828.0	34885.0	35442.0	44073.0	15517.0	27907.0	7732.0	25356.0	24502.0	7017.0	20277.0	5589.0	13628.0	24786.0	20968.0	33020.0	36985.0	22043.0	38934.0	11443.0	40407.0	29301.0	33024.0	52533.0	32466.0	26334.0	36562.0	25221.0	28874.0	36920.0	49507.0	16696.0	12264.0	13050.0	64001.0	11930.0	21568.0	35902.0	72798.0	19861.0	18814.0	58579.0	11647.0	15868.0	28231.0	12860.0	15526.0	75027.0	8716.0	19481.0	44285.0	75469.0	13829.0	26659.0	76448.0	8737.0	33097.0	9095.0	38082.0	12835.0	71808.0	18749.0	12793.0	15081.0	7773.0	22680.0	13380.0	17748.0	54296.0	36389.0	29120.0	43377.0	51426.0	31785.0	49650.0	34068.0
ARGSYNBSUB-PWY	18729.0	67658.0	19443.0	19814.0	22552.0	16314.0	27394.0	9341.0	31866.0	54716.0	49749.0	11452.0	15354.0	30322.0	31624.0	38217.0	37193.0	30542.0	37643.0	73021.0	36738.0	47697.0	10425.0	40471.0	65893.0	25796.0	12887.0	29359.0	39391.0	54385.0	30353.0	39777.0	16919.0	53222.0	28747.0	40344.0	24661.0	22165.0	6757.0	20087.0	15869.0	16685.0	53142.0	18579.0	37623.0	9260.0	39220.0	28153.0	40338.0	19150.0	53383.0	14236.0	47467.0	21343.0	47769.0	43012.0	13994.0	23308.0	6680.0	41673.0	32109.0	29062.0	45488.0	11784.0	43397.0	23815.0	32443.0	34129.0	44073.0	14691.0	27719.0	7005.0	25489.0	24091.0	7677.0	19621.0	5916.0	12025.0	23094.0	18056.0	33603.0	36793.0	20122.0	39878.0	10973.0	39697.0	28390.0	29704.0	53288.0	31688.0	25969.0	36521.0	24871.0	26934.0	37452.0	48301.0	17203.0	12599.0	13526.0	63302.0	11927.0	22571.0	36807.0	61527.0	19561.0	18247.0	51452.0	10435.0	15138.0	27138.0	13049.0	15580.0	69369.0	8680.0	19121.0	43471.0	65761.0	13882.0	27119.0	67020.0	7880.0	33226.0	9191.0	38235.0	11960.0	62757.0	19207.0	12672.0	14662.0	8048.0	23579.0	12941.0	18022.0	56243.0	37048.0	24691.0	37542.0	53022.0	28981.0	50151.0	34793.0
