Eigvals,18,,,,,,,,,,,,,,,,,
18.14369801,18.03262756,0.2781436829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,
Proportion explained,18,,,,,,,,,,,,,,,,,
0.4977084671,0.4946616404,0.00762989254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Site,18,18,,,,,,,,,,,,,,,,
Mouse5A.FP28,-1.677140673,0.0667338128,-0.1245600926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse3A.FP16,-0.2062567592,-0.2462324308,-0.1609618231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse7A.FP40,0.6964938252,-0.8379763106,-0.08724635706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse5A.DTT28,0.5551198187,-1.130062519,-0.08894496312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse4A.FP22,-1.560571198,-0.4306968029,0.2679955181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse4A.DTT22,-1.244560927,-0.02835801451,0.202011354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse1B.DTT16,0.05230242766,-0.4207716748,-0.08103888867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse1A.FP04,-0.9226515297,-0.1880441449,-0.1485024474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse2A.FP10,-0.8785937703,0.6280526145,-0.1680677179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse6A.DTT34,-1.090287017,0.006817597434,0.1141255454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse6A.FP34,-0.6246811499,0.3258042847,-0.06829112399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse7A.DTT40,0.623984808,-0.6824851781,0.01049243105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse9A.DTT100,0.8769777775,1.871411174,0.08826613091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse10A.DTT112,1.397886805,-1.220793374,0.01520904085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse10A.FP112,1.241129036,-1.865630299,0.1324467197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.DTT88,0.7691090475,0.8853561903,0.08691157628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse9A.FP100,1.193228432,1.755849146,-0.01404640458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.FP88,0.7985110462,1.511025928,0.024201502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,,,,
