Eigvals,18,,,,,,,,,,,,,,,,,
18.04213901,18.02133915,0.2003129332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,
Proportion explained,18,,,,,,,,,,,,,,,,,
0.4975248993,0.4969513282,0.005523772532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Site,18,18,,,,,,,,,,,,,,,,
Mouse4A.DTT19,-0.05133787941,-1.580100082,0.0674172012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse6A.FP31,-0.6237013003,-0.4256869063,0.07242858124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse1A.FP01,0.9773494498,-1.995443104,-0.1032156231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse2A.FP07,-0.5976208893,-0.1675571681,0.07337324509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse3A.FP13,-0.5504435578,0.1383822517,-0.03767692386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse6A.DTT31,-0.3028528969,-0.3613935907,0.1352248155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse1B.DTT13,0.1710654829,-0.09909167643,0.04182059343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse5A.FP25,-1.750717725,0.5102789282,-0.2194540761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse5A.DTT25,0.1477628274,-1.227341662,0.01565690106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse7A.FP37,-1.705587149,0.6041967559,-0.05506030061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse7A.DTT37,-1.433419693,0.3147978934,0.02821435377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse4A.FP19,0.05714101998,-1.397304758,-0.04069564163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse10A.DTT109,0.8002717256,1.789737656,-0.1230005288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse10A.FP109,-0.3017322119,1.394811781,0.1328442879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse9A.DTT97,1.557042781,0.6108227228,-0.02616483316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse9A.FP97,1.393757856,0.9428490979,0.1106933693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.FP85,1.50222634,0.2185944535,-0.1955857614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.DTT85,0.7107958207,0.7294474066,0.1231803402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,,,,
