metadata,feature,value,coef,stderr,N,N.not.0,pval,qval
Site_General,397aa1ad0378774f826b9825c958427e,Colon,-2.12192181,0.1149076152,270,243,1.03E-46,1.93E-43
Site_General,a5641950b2a3a47827849d91242f0ead,Colon,1.671534613,0.09826774775,270,187,4.05E-42,3.79E-39
Site_General,89c209abd89a5232343a4c87c93cb4ea,Colon,-2.593517043,0.1600383592,270,163,1.41E-39,8.77E-37
Site_General,9b5ce504ace88223f14f8b0848d1b054,Colon,-1.882944211,0.1169734517,270,244,4.05E-39,1.89E-36
Site_General,df4ca25fd346713ef43d2c727b2ef78e,Colon,2.040139188,0.1307194775,270,178,1.41E-37,5.27E-35
Site_General,e8ed0e081283c5963ce9860944f651c6,Colon,1.820629809,0.117934444,270,172,4.73E-37,1.47E-34
Site_General,fd127481a7a3b20d6d476f8d15c8b746,Colon,1.534468583,0.1017402239,270,133,5.92E-36,1.58E-33
Site_General,2f65298490e0fe48b880145471ec54eb,Colon,-1.553139183,0.1099012723,270,269,8.96E-33,2.09E-30
Site_General,f33aa1513c4933703b7070ec1e43c191,Colon,1.203719487,0.08534403978,270,195,1.29E-32,2.68E-30
Site_General,0758746de870fac931a39b11205ea4f6,Colon,1.575647382,0.1132092307,270,115,3.66E-32,6.84E-30
Site_General,46864a6aa122ecb439eb59a3c0542ee6,Colon,1.120454783,0.0847071691,270,149,7.33E-30,1.25E-27
Site_General,c003202be6a53b07fbb26ecd2161fe2c,Colon,-1.660994974,0.1267152639,270,237,1.93E-29,3.00E-27
Site_General,6d5171bbc6ef97262119e6d152d82164,Colon,-3.154657492,0.2419329703,270,192,3.13E-29,4.50E-27
Site_General,483176e085c4e4eeee22409a02f2c0ef,Colon,1.528600212,0.1180041831,270,130,5.98E-29,7.98E-27
Site_General,9558d82710beac18e454f983c9db7cca,Colon,1.211207942,0.09521300042,270,217,3.15E-28,3.68E-26
Site_General,db1ea7350f45b6b1c577ee65fae969c4,Colon,1.30981136,0.102946205,270,216,3.12E-28,3.68E-26
Site_General,a8bb13e9e2b548216ed9a9619c1767a0,Colon,1.230580117,0.1010072482,270,130,1.61E-26,1.77E-24
Site_General,05b3c5e6170d8f2a2028b41de2e4fbfa,Colon,1.190278129,0.09759587955,270,138,1.71E-26,1.77E-24
Site_General,869038dbbe0844710dfe8cda1f4c41fd,Colon,1.416841334,0.1172752713,270,154,3.87E-26,3.81E-24
Site_General,0d193515752095f48f18055431a650f0,Colon,0.9972202687,0.083706104,270,168,1.19E-25,1.11E-23
Site_General,64864a4b76fc5cccc00f4e44f8dbcff4,Colon,1.041155914,0.08835498122,270,230,3.22E-25,2.86E-23
Site_General,0daddf1b0a2e7ae6c3add7261ca7b510,Colon,1.053816501,0.09014888437,270,243,6.41E-25,5.44E-23
Site_General,5880c5d1b7cc98fab46a044a247525a2,Colon,1.102247649,0.09523109403,270,185,1.39E-24,1.13E-22
Site_General,e6b0f68e8f6db48ea780944a44ac99a1,Colon,1.029517631,0.0945671551,270,226,2.11E-22,1.64E-20
Site_General,b7e800ed490ab8e535a11f2bd8f6cacc,Colon,1.461338822,0.1343260242,270,188,2.28E-22,1.71E-20
Site_General,3dc32de6cc2afb83c56da803d4ae8054,Colon,0.9439845183,0.08772259825,270,176,5.13E-22,3.69E-20
Site_General,44585e66f2af08e85803b2e5689b1eeb,Colon,1.176448175,0.109585851,270,99,6.39E-22,4.43E-20
Site_General,ea6907258313a99760f5785c8c64b8c4,Colon,1.204047923,0.1131379909,270,125,1.23E-21,8.18E-20
Site_General,07a0081d4bc5233563d0269fc2c734d0,Colon,0.909600644,0.08692980718,270,89,4.14E-21,2.67E-19
Site_General,0789b8bf342cad7160cfe6e2e074f034,Colon,0.9109017625,0.08705465566,270,105,4.59E-21,2.86E-19
Site_General,55b5e18dcec6eaff69b53b2c4cbb0a16,Colon,-1.027631323,0.09846160312,270,247,5.27E-21,3.18E-19
Site_General,e78a270ccd8d01d326e840cd85e1c1e2,Colon,-1.035762006,0.099326559,270,242,5.77E-21,3.37E-19
Site_General,977eb5e61f5d9a0c3618c4f129859cd3,Colon,1.15317849,0.1109643932,270,214,7.16E-21,4.05E-19
Site_General,435716953baae002e22a8d28e14c0aec,Colon,1.080413412,0.1056741226,270,200,2.32E-20,1.28E-18
Site_General,a0f4041ccc6a3b1f6512919ebe00613d,Colon,-1.146580178,0.1121382229,270,236,2.40E-20,1.28E-18
Site_General,49ca472812887fdafb9786d9995aa406,Colon,0.8891530187,0.08791535418,270,189,5.01E-20,2.60E-18
Site_General,84a1034f71767fa92491aebf1bdf7fdc,Colon,1.117758435,0.112285678,270,217,1.50E-19,7.56E-18
Site_General,2da7ea845bb72e8eb58d649348bf057a,Colon,0.7717099317,0.07847446696,270,228,3.56E-19,1.75E-17
Site_General,be50260bd56c9b191a9e0845fc908179,Colon,0.8707426915,0.08996394706,270,198,9.77E-19,4.68E-17
Site_General,49e9cee41713f4c00f8b171ecaff09b5,Colon,0.9254544397,0.09619890428,270,98,1.58E-18,7.38E-17
Site_General,332d720adc8e107df05b716fd88b601c,Colon,-0.7830888398,0.08280526282,270,248,4.78E-18,2.18E-16
