NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K01872	288	32.643959045410156	-0.05838641	Yes	
row_1	K01876	329	31.974416732788086	-0.03779193	Yes	
row_2	K01874	361	31.627880096435547	-0.014331207	Yes	
row_3	K01868	402	31.114099502563477	0.0062632747	Yes	
row_4	K01869	403	31.114099502563477	0.03959661	Yes	
row_5	K01870	404	31.114099502563477	0.07292995	Yes	
row_6	K01873	405	31.114099502563477	0.10626328	Yes	
row_7	K01881	406	31.114099502563477	0.13959661	Yes	
row_8	K01883	407	31.114099502563477	0.17292994	Yes	
row_9	K01887	408	31.114099502563477	0.20626329	Yes	
row_10	K01889	409	31.114099502563477	0.23959662	Yes	
row_11	K01890	410	31.114099502563477	0.27292997	Yes	
row_12	K01892	411	31.114099502563477	0.3062633	Yes	
row_13	K01867	503	31.1092529296875	0.31061572	Yes	
row_14	K01875	504	31.1092529296875	0.34394908	Yes	
row_15	K00604	510	31.097196578979492	0.37569004	Yes	
row_16	K01866	520	31.066452026367188	0.40615714	Yes	
row_17	K01893	521	31.066452026367188	0.43949047	Yes	
row_18	K04567	593	30.348953247070312	0.45021236	Yes	
row_19	K02433	677	29.1557559967041	0.45711255	Yes	
row_20	K02434	679	29.12103271484375	0.4901274	Yes	
row_21	K02435	680	29.119062423706055	0.52346075	Yes	
row_22	K01885	871	26.152488708496094	0.49628454	No	
row_23	K09698	1201	22.263988494873047	0.4248408	No	
row_24	K01880	1239	21.745105743408203	0.4463907	No	
row_25	K01878	1657	16.8018798828125	0.34692147	No	
row_26	K01879	1658	16.8018798828125	0.3802548	No	
row_27	K09759	1730	15.953530311584473	0.3909767	No	
row_28	K01886	1797	14.973892211914062	0.40329093	No	
row_29	K01042	2889	2.447026014328003	0.08917201	No	
