2021-09-06 08:19:58 INFO::Writing function arguments to log file
2021-09-06 08:19:58 DEBUG::Function arguments
2021-09-06 08:19:58 DEBUG::Output folder: LogCLR-ProximalColon-ComBat-Maaslin-SeqRunSexType-1-Line-MsID
2021-09-06 08:19:58 DEBUG::Min Abundance: 0.000000
2021-09-06 08:19:58 DEBUG::Min Prevalence: 0.100000
2021-09-06 08:19:58 DEBUG::Normalization: CLR
2021-09-06 08:19:58 DEBUG::Transform: LOG
2021-09-06 08:19:58 DEBUG::Analysis method: LM
2021-09-06 08:19:58 DEBUG::Max significance: 0.250000
2021-09-06 08:19:58 DEBUG::Random effects: Line,MouseID_Line
2021-09-06 08:19:58 DEBUG::Fixed effects: Sequencing_Run,Sex,Type
2021-09-06 08:19:58 DEBUG::Correction method: BH
2021-09-06 08:19:58 DEBUG::Standardize: TRUE
2021-09-06 08:19:58 DEBUG::Cores: 1
2021-09-06 08:19:58 INFO::Verifying options selected are valid
2021-09-06 08:19:58 INFO::Determining format of input files
2021-09-06 08:19:58 INFO::Input format is data samples as columns and metadata samples as rows
2021-09-06 08:19:58 DEBUG::Transformed data so samples are rows
2021-09-06 08:19:58 DEBUG::A total of 95 samples were found in both the data and metadata
2021-09-06 08:19:58 DEBUG::Reordering data/metadata to use same sample ordering
2021-09-06 08:19:58 INFO::Formula for random effects: expr ~ (1 | Line) + (1 | MouseID_Line)
2021-09-06 08:19:58 INFO::Formula for fixed effects: expr ~  Sequencing_Run + Sex + Type
2021-09-06 08:19:58 INFO::Running selected normalization method: CLR
2021-09-06 08:19:58 INFO::Filter data based on min abundance and min prevalence
2021-09-06 08:19:58 INFO::Total samples in data: 95
2021-09-06 08:19:58 INFO::Min samples required with min abundance for a feature not to be filtered: 9.500000
2021-09-06 08:19:58 INFO::Total filtered features: 93
2021-09-06 08:19:58 INFO::Filtered feature names: ALL.CHORISMATE.PWY, ARGDEG.PWY, AST.PWY, BIOTIN.BIOSYNTHESIS.PWY, CENTFERM.PWY, CODH.PWY, ECASYN.PWY, ENTBACSYN.PWY, FAO.PWY, FASYN.INITIAL.PWY, GALACTARDEG.PWY, GLUCARDEG.PWY, GLUCARGALACTSUPER.PWY, GLUCOSE1PMETAB.PWY, GLYCOL.GLYOXDEG.PWY, GLYCOLYSIS.TCA.GLYOX.BYPASS, HCAMHPDEG.PWY, HEME.BIOSYNTHESIS.II, KDO.NAGLIPASYN.PWY, KETOGLUCONMET.PWY, LEU.DEG2.PWY, METHGLYUT.PWY, ORNARGDEG.PWY, ORNDEG.PWY, P105.PWY, P125.PWY, P163.PWY, PPGPPMET.PWY, PWY.4361, PWY.5005, PWY.5088, PWY.5177, PWY.5180, PWY.5182, PWY.5415, PWY.5507, PWY.5532, PWY.5676, PWY.5677, PWY.5705, PWY.5741, PWY.5747, PWY.5837, PWY.5845, PWY.5850, PWY.5855, PWY.5856, PWY.5857, PWY.5860, PWY.5862, PWY.5863, PWY.5896, PWY.5918, PWY.5920, PWY.5971, PWY.5989, PWY.6071, PWY.6165, PWY.6282, PWY.6396, PWY.6470, PWY.6519, PWY.6572, PWY.6590, PWY.6629, PWY.6690, PWY.6708, PWY.6728, PWY.6749, PWY.7090, PWY.7094, PWY.7198, PWY.7210, PWY.7254, PWY.7371, PWY.7374, PWY.7431, PWY.7446, PWY.7527, PWY.7664, PWY0.1277, PWY0.1338, PWY0.1415, PWY0.1533, PWY0.321, PWY0.41, PWY0.42, PWY0.862, PWYG.321, REDCITCYC, TCA.GLYOX.BYPASS, THREOCAT.PWY, UBISYN.PWY
2021-09-06 08:19:58 INFO::Applying z-score to standardize continuous metadata
2021-09-06 08:19:58 INFO::Running selected transform method: LOG
2021-09-06 08:19:58 INFO::Running selected analysis method: LM
2021-09-06 08:19:58 INFO::Fitting model to feature number 1, X1CMET2.PWY
2021-09-06 08:19:58 INFO::Fitting model to feature number 2, ANAEROFRUCAT.PWY
2021-09-06 08:19:58 INFO::Fitting model to feature number 3, ANAGLYCOLYSIS.PWY
2021-09-06 08:19:58 INFO::Fitting model to feature number 4, ARG.POLYAMINE.SYN
2021-09-06 08:19:58 INFO::Fitting model to feature number 5, ARGORNPROST.PWY
2021-09-06 08:19:58 INFO::Fitting model to feature number 6, ARGSYN.PWY
2021-09-06 08:19:58 INFO::Fitting model to feature number 7, ARGSYNBSUB.PWY
2021-09-06 08:19:58 INFO::Fitting model to feature number 8, ARO.PWY
2021-09-06 08:19:58 INFO::Fitting model to feature number 9, ASPASN.PWY
2021-09-06 08:19:58 INFO::Fitting model to feature number 10, BRANCHED.CHAIN.AA.SYN.PWY
2021-09-06 08:19:58 INFO::Fitting model to feature number 11, CALVIN.PWY
2021-09-06 08:19:58 INFO::Fitting model to feature number 12, COA.PWY
2021-09-06 08:19:58 INFO::Fitting model to feature number 13, COBALSYN.PWY
2021-09-06 08:19:58 INFO::Fitting model to feature number 14, COLANSYN.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 15, COMPLETE.ARO.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 16, DAPLYSINESYN.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 17, DENOVOPURINE2.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 18, DTDPRHAMSYN.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 19, FASYN.ELONG.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 20, FERMENTATION.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 21, FOLSYN.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 22, FUC.RHAMCAT.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 23, FUCCAT.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 24, GALACT.GLUCUROCAT.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 25, GALACTUROCAT.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 26, GLCMANNANAUT.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 27, GLUCONEO.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 28, GLUCUROCAT.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 29, GLUTORN.PWY
2021-09-06 08:19:59 INFO::Fitting model to feature number 30, GLYCOCAT.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 31, GLYCOGENSYNTH.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 32, GLYCOLYSIS
2021-09-06 08:20:00 INFO::Fitting model to feature number 33, GLYCOLYSIS.E.D
2021-09-06 08:20:00 INFO::Fitting model to feature number 34, GLYOXYLATE.BYPASS
2021-09-06 08:20:00 INFO::Fitting model to feature number 35, GOLPDLCAT.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 36, HEMESYN2.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 37, HEXITOLDEGSUPER.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 38, HISDEG.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 39, HISTSYN.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 40, HOMOSER.METSYN.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 41, HSERMETANA.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 42, ILEUSYN.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 43, LACTOSECAT.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 44, MET.SAM.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 45, METH.ACETATE.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 46, NAD.BIOSYNTHESIS.II
2021-09-06 08:20:00 INFO::Fitting model to feature number 47, NAGLIPASYN.PWY
2021-09-06 08:20:00 INFO::Fitting model to feature number 48, NONMEVIPP.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 49, NONOXIPENT.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 50, OANTIGEN.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 51, P108.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 52, P122.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 53, P124.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 54, P161.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 55, P162.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 56, P164.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 57, P23.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 58, P341.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 59, P4.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 60, P42.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 61, P441.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 62, P461.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 63, P562.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 64, PANTO.PWY
2021-09-06 08:20:01 INFO::Fitting model to feature number 65, PANTOSYN.PWY
2021-09-06 08:20:02 INFO::Fitting model to feature number 66, PENTOSE.P.PWY
2021-09-06 08:20:02 INFO::Fitting model to feature number 67, PEPTIDOGLYCANSYN.PWY
2021-09-06 08:20:02 INFO::Fitting model to feature number 68, PHOSLIPSYN.PWY
2021-09-06 08:20:02 INFO::Fitting model to feature number 69, POLYAMINSYN3.PWY
2021-09-06 08:20:02 INFO::Fitting model to feature number 70, POLYAMSYN.PWY
2021-09-06 08:20:02 INFO::Fitting model to feature number 71, POLYISOPRENSYN.PWY
2021-09-06 08:20:02 INFO::Fitting model to feature number 72, PRPP.PWY
2021-09-06 08:20:02 INFO::Fitting model to feature number 73, PWY.1269
2021-09-06 08:20:02 INFO::Fitting model to feature number 74, PWY.1861
2021-09-06 08:20:02 INFO::Fitting model to feature number 75, PWY.2941
2021-09-06 08:20:02 INFO::Fitting model to feature number 76, PWY.2942
2021-09-06 08:20:02 INFO::Fitting model to feature number 77, PWY.3001
2021-09-06 08:20:02 INFO::Fitting model to feature number 78, PWY.3781
2021-09-06 08:20:02 INFO::Fitting model to feature number 79, PWY.4984
2021-09-06 08:20:02 INFO::Fitting model to feature number 80, PWY.5022
2021-09-06 08:20:02 INFO::Fitting model to feature number 81, PWY.5097
2021-09-06 08:20:02 INFO::Fitting model to feature number 82, PWY.5100
2021-09-06 08:20:03 INFO::Fitting model to feature number 83, PWY.5101
2021-09-06 08:20:03 INFO::Fitting model to feature number 84, PWY.5103
2021-09-06 08:20:03 INFO::Fitting model to feature number 85, PWY.5104
2021-09-06 08:20:03 INFO::Fitting model to feature number 86, PWY.5121
2021-09-06 08:20:03 INFO::Fitting model to feature number 87, PWY.5154
2021-09-06 08:20:03 INFO::Fitting model to feature number 88, PWY.5188
2021-09-06 08:20:03 INFO::Fitting model to feature number 89, PWY.5189
2021-09-06 08:20:03 INFO::Fitting model to feature number 90, PWY.5265
2021-09-06 08:20:03 INFO::Fitting model to feature number 91, PWY.5304
2021-09-06 08:20:03 INFO::Fitting model to feature number 92, PWY.5345
2021-09-06 08:20:03 INFO::Fitting model to feature number 93, PWY.5347
2021-09-06 08:20:03 INFO::Fitting model to feature number 94, PWY.5384
2021-09-06 08:20:03 INFO::Fitting model to feature number 95, PWY.5484
2021-09-06 08:20:03 INFO::Fitting model to feature number 96, PWY.5505
2021-09-06 08:20:03 INFO::Fitting model to feature number 97, PWY.5509
2021-09-06 08:20:03 INFO::Fitting model to feature number 98, PWY.5659
2021-09-06 08:20:03 INFO::Fitting model to feature number 99, PWY.5667
2021-09-06 08:20:03 INFO::Fitting model to feature number 100, PWY.5686
2021-09-06 08:20:04 INFO::Fitting model to feature number 101, PWY.5695
2021-09-06 08:20:04 INFO::Fitting model to feature number 102, PWY.5838
2021-09-06 08:20:04 INFO::Fitting model to feature number 103, PWY.5840
2021-09-06 08:20:04 INFO::Fitting model to feature number 104, PWY.5861
2021-09-06 08:20:04 INFO::Fitting model to feature number 105, PWY.5897
2021-09-06 08:20:04 INFO::Fitting model to feature number 106, PWY.5898
2021-09-06 08:20:04 INFO::Fitting model to feature number 107, PWY.5899
2021-09-06 08:20:04 INFO::Fitting model to feature number 108, PWY.5910
2021-09-06 08:20:04 INFO::Fitting model to feature number 109, PWY.5913
2021-09-06 08:20:04 INFO::Fitting model to feature number 110, PWY.5973
2021-09-06 08:20:04 INFO::Fitting model to feature number 111, PWY.6121
2021-09-06 08:20:04 INFO::Fitting model to feature number 112, PWY.6122
2021-09-06 08:20:04 INFO::Fitting model to feature number 113, PWY.6123
2021-09-06 08:20:04 INFO::Fitting model to feature number 114, PWY.6125
