#OTU ID,Vil1.03B.DTT33,Vil1.05B.DTT57,Lyz2.07B.DTT281.S123,Vil1.010B.DTT117,Vil1.05B.FP57,Lyz2.02B.DTT221.S61,Itg.02.FP409.S9,Lyz2.04B.FP245.S42,Lyz2.06B.DTT269.S111,Vil1.09B.DTT105,Itg.20.DTT505.S100,Itg.24.DTT529.S24,Vil1.09B.FP108,Itg.26.DTT541.S37,Itg.02.DTT409.S1,Itg.06.DTT433.S26,Vil1.10B.FP120,Vil1.08B.FP96,Vil1.01B.FP09,Vil1.02B.DTT21,Itg.22.DTT517.S12,Vil1.06B.FP69,Itg.16.FP481.S84,Vil1.03B.FP33,Itg.08.FP445.S46,Itg.24.FP529.S32,Lyz2.06B.FP269.S67,Vil1.04B.DTT45,Lyz2.03B.DTT233.S73,Lyz2.07B.FP281.S79,Vil1.07B.DTT81,Vil1.04B.FP45,Itg.12.FP469.S71,Itg.06.FP433.S34,Lyz2.05B.FP257.S54,Itg.18.DTT493.S88,Vil1.013B.DTT153,Vil1.02B.FP21,Itg.04.DTT421.S13,Vil1.014B.DTT165,Vil1.06B.DTT69,Itg.10.DTT457.S51,Vil1.13B.FP156,Lyz2.05B.DTT257.S98,Vil1.08B.DTT93,Itg.20.FP505.S8,Itg.22.FP517.S20,Lyz2.03B.FP233.S81,Lyz2.02B.FP221.S69,Vil1.07B.FP81,Itg.16.DTT481.S76,Itg.12.DTT469.S63,Vil1.14B.FP168,Lyz2.04B.DTT245.S86,Itg.18.FP493.S96,Lyz2.08B.DTT293.S135,Itg.10.FP457.S59,Lyz2.01B.FP209.S57,Lyz2.01B.DTT209.S49,Vil1.01B.DTT09,Itg.04.FP421.S21,Itg.26.FP541.S45,Itg.08.DTT445.S38,Lyz2.08B.FP293.S91,SLCFP021,SLCFP069,SLCFP111,SLCdtt075,SLCFP051,LYZFP317,SLCFP093,SLCdtt021,SLCdtt111,LYZdtt317,LYZdtt305,LYZdtt329,SLCFP075,LYZdtt341,SLCdtt051,LYZFP305,SLCFP129,LYZdtt365,SLCFP003,SLCdtt069,SLCdtt129,LYZdtt353,SLCdtt093,LYZFP353,SLCdtt003,LYZFP329,LYZFP341,SLCFP165,SLCdtt165,SLCFP147,SLCdtt147,taxonomy
2f65298490e0fe48b880145471ec54eb,4193,189,1837,1367,2439,4092,1725,4400,2826,1328,7633,3820,19622,2666,7696,39434,8005,37639,12522,4647,2225,2836,4732,7590,2805,3541,1824,2726,4254,2626,422,3561,3510,17523,1117,2349,1453,5469,40090,3961,753,7863,3257,3385,906,10311,3819,38105,25667,3550,7172,3982,2103,2191,1592,10737,7355,5486,2915,5645,8244,2557,3258,8611,531,1980,214,5954,366,68928,4675,587,955,62588,67085,7144,4493,32331,481,269514,2531,1307,2032,1224,10727,50728,5706,3010,7492,1966,11342,1523,14242,2192,11108,
c42634f8d1aad4956aa9638465e86565,2093,40,2198,5186,7049,340,20,18,526,3169,147,1107,88720,1389,94,6028,38713,5156,7108,1392,720,8343,25371,4434,10647,1863,597,3228,38,3426,280,8794,12448,5837,4398,25438,6,3591,2871,6503,316,1794,201,5319,238,246,1427,269,2595,19964,14267,5272,2159,18,16479,678,5763,843,241,1485,1097,3698,6521,1047,11117,256,240,143,395,2717,715,3707,236,1759,743,18793,151,30667,237,3839,244,4047,731,740,222,8042,541,3552,1309,8486,20694,294,8294,74,8716,
5ae5ad642b9c2cc68c4fc59e4902ff63,1179,1,3625,1354,382,827,892,1508,369,64,5280,228,43,631,830,758,228,35464,2379,2991,2617,0,127,4175,203,368,430,909,696,4671,1,2000,2208,1510,439,341,1,6042,534,23,0,58,1,548,133,8458,4323,2927,1632,137,119,1226,4,449,327,576,158,1762,1598,720,360,920,92,445,235,2101,11,5,3902,759,1424,86,26,530,348,2930,0,615,2385,1006,2423,939,4967,4744,1575,0,2619,0,2152,2787,633,0,0,5117,6264,
f5fb42e8863737981eb6e04a3de22e29,265,11,239,534,2472,223,517,194,318,200,629,501,384,547,637,355,220,2647,1744,349,474,2173,1323,1525,990,732,321,951,346,311,51,914,1610,456,870,1814,12,1330,613,444,94,249,23,892,167,1164,1108,1467,511,2517,878,816,96,107,1886,381,620,976,404,447,245,933,487,490,1231,206,185,250,257,3514,356,582,660,2090,406,4088,158,957,287,2855,109,4013,236,3437,113,376,3525,370,124,1953,959,958,385,714,297,
d013db1a71d477496cb864ee431c3420,977,0,443,757,680,408,712,393,220,257,1499,843,2773,1112,1496,1969,3519,650,3714,620,913,888,2543,1537,1758,1313,405,719,254,592,70,1240,1849,1607,775,1068,0,1694,1698,609,62,356,58,1267,78,2723,1568,1310,1009,1226,1225,829,223,175,1143,676,1786,715,294,1304,673,2361,1001,1031,909,242,216,385,292,2675,101,219,63,1994,1957,14436,792,2471,220,172,434,3103,647,353,534,528,66,937,322,11462,2284,729,1781,2889,5624,
ccdb1dad68d457d1df2d11af1ea8ca5f,24,9,0,0,2748,112,0,13,26,0,0,0,0,5,0,0,0,147,548,52,0,0,14,67,153,0,29,0,16,0,35,73,393,0,345,0,0,231,0,518,1,73,12,495,30,0,0,8,252,1466,0,181,38,5,0,10,290,175,109,96,0,13,67,58,257,46,36,7,0,827,0,0,0,646,337,89,19,65,0,781,0,244,0,549,0,0,0,0,0,83,61,0,0,476,297,
9c9d2dfde9ad67dcb9628dc8c30ec99f,362,4,487,178,1833,378,482,706,193,168,592,440,640,474,599,668,1831,735,3760,349,401,1586,2787,1895,972,706,363,322,334,940,38,2971,1192,896,941,1107,0,2403,694,729,36,181,43,950,78,1824,1131,2926,1818,4208,893,454,113,225,1315,424,951,1002,284,513,392,1085,398,1154,104,197,324,206,113,6142,0,0,114,2529,1125,5796,669,3325,83,2411,252,1874,472,201,346,814,47,1329,259,6461,3759,1826,3006,519,1500,
a93ecb34623d57ce5a83ac109551229b,48,0,170,120,774,135,31,35,161,71,101,199,133,205,46,159,163,583,385,37,94,548,218,294,139,203,260,42,19,310,30,316,134,344,78,128,0,406,250,260,34,71,9,156,33,140,128,74,248,987,195,65,24,13,81,174,358,153,139,84,182,189,52,220,225,67,95,22,45,177,170,119,173,111,130,740,6,325,25,143,102,408,212,206,62,159,171,174,125,688,234,172,444,101,483,
1b23073ca2a2884ac2bd7895dda760bc,12,1,20,13,392,95,81,36,31,1,72,205,1,99,13,17,2,149,420,2,6,289,122,68,99,44,3,3,33,61,1,117,1,37,67,54,0,126,93,28,1,3,1,203,5,179,3,12,37,656,56,1,1,23,70,21,5,350,191,11,49,64,22,172,0,0,0,0,296,229,0,0,9,68,44,0,0,221,197,91,116,217,24,0,88,179,0,224,24,0,333,980,708,0,0,
7cd17d18c05e35c6001cc253ac15c517,294,0,317,249,688,221,361,293,113,125,279,665,1292,554,487,604,978,1086,1699,203,448,841,811,1166,423,843,188,171,131,515,30,663,629,616,276,533,0,1352,553,379,38,152,16,327,38,597,730,571,726,1714,432,283,52,122,620,279,771,565,191,312,341,747,365,834,148,120,148,53,434,3126,136,49,60,1181,894,6009,91,1123,219,702,158,1149,223,209,243,204,132,304,244,2702,700,672,3256,126,499,
