2021-08-30 10:34:17 INFO::Writing function arguments to log file
2021-08-30 10:34:17 DEBUG::Function arguments
2021-08-30 10:34:17 DEBUG::Output folder: LogCLR-MucCol-ComBat-Maaslin-SeqRunSexSite-1-Line-MsID
2021-08-30 10:34:17 DEBUG::Min Abundance: 0.000000
2021-08-30 10:34:17 DEBUG::Min Prevalence: 0.100000
2021-08-30 10:34:17 DEBUG::Normalization: CLR
2021-08-30 10:34:17 DEBUG::Transform: LOG
2021-08-30 10:34:17 DEBUG::Analysis method: LM
2021-08-30 10:34:17 DEBUG::Max significance: 0.250000
2021-08-30 10:34:17 DEBUG::Random effects: Line,MouseID_Line
2021-08-30 10:34:17 DEBUG::Fixed effects: Sequencing_Run,Sex,Site
2021-08-30 10:34:17 DEBUG::Correction method: BH
2021-08-30 10:34:17 DEBUG::Standardize: TRUE
2021-08-30 10:34:17 DEBUG::Cores: 1
2021-08-30 10:34:17 INFO::Verifying options selected are valid
2021-08-30 10:34:17 INFO::Determining format of input files
2021-08-30 10:34:17 INFO::Input format is data samples as columns and metadata samples as rows
2021-08-30 10:34:18 DEBUG::Transformed data so samples are rows
2021-08-30 10:34:18 DEBUG::A total of 138 samples were found in both the data and metadata
2021-08-30 10:34:18 DEBUG::Reordering data/metadata to use same sample ordering
2021-08-30 10:34:18 INFO::Formula for random effects: expr ~ (1 | Line) + (1 | MouseID_Line)
2021-08-30 10:34:18 INFO::Formula for fixed effects: expr ~  Sequencing_Run + Sex + Site
2021-08-30 10:34:18 INFO::Running selected normalization method: CLR
2021-08-30 10:34:18 INFO::Filter data based on min abundance and min prevalence
2021-08-30 10:34:18 INFO::Total samples in data: 138
2021-08-30 10:34:18 INFO::Min samples required with min abundance for a feature not to be filtered: 13.800000
2021-08-30 10:34:18 INFO::Total filtered features: 35
2021-08-30 10:34:18 INFO::Filtered feature names: CENTFERM.PWY, CODH.PWY, LEU.DEG2.PWY, P125.PWY, P163.PWY, PWY.4361, PWY.5005, PWY.5088, PWY.5177, PWY.5180, PWY.5182, PWY.5415, PWY.5507, PWY.5532, PWY.5676, PWY.5677, PWY.5741, PWY.5920, PWY.6165, PWY.6396, PWY.6470, PWY.6572, PWY.6590, PWY.6728, PWY.6749, PWY.7090, PWY.7094, PWY.7198, PWY.7210, PWY.7371, PWY.7374, PWY.7431, PWY.7456, PWY.7527, THREOCAT.PWY
2021-08-30 10:34:18 INFO::Applying z-score to standardize continuous metadata
2021-08-30 10:34:18 INFO::Running selected transform method: LOG
2021-08-30 10:34:18 INFO::Running selected analysis method: LM
2021-08-30 10:34:18 INFO::Fitting model to feature number 1, X1CMET2.PWY
2021-08-30 10:34:18 INFO::Fitting model to feature number 2, ALL.CHORISMATE.PWY
2021-08-30 10:34:18 WARNING::Fitting problem for feature 2 returning NA
2021-08-30 10:34:18 INFO::Fitting model to feature number 3, ANAEROFRUCAT.PWY
2021-08-30 10:34:18 INFO::Fitting model to feature number 4, ANAGLYCOLYSIS.PWY
2021-08-30 10:34:18 INFO::Fitting model to feature number 5, ARG.POLYAMINE.SYN
2021-08-30 10:34:18 INFO::Fitting model to feature number 6, ARGDEG.PWY
2021-08-30 10:34:18 WARNING::Fitting problem for feature 6 returning NA
2021-08-30 10:34:18 INFO::Fitting model to feature number 7, ARGORNPROST.PWY
2021-08-30 10:34:18 INFO::Fitting model to feature number 8, ARGSYN.PWY
2021-08-30 10:34:18 INFO::Fitting model to feature number 9, ARGSYNBSUB.PWY
