2021-09-02 14:26:39 INFO::Writing function arguments to log file
2021-09-02 14:26:39 DEBUG::Function arguments
2021-09-02 14:26:39 DEBUG::Output folder: LogCLR-Jejunum-ComBat-Maaslin-SeqRunSexType-1-Line-MsID
2021-09-02 14:26:39 DEBUG::Min Abundance: 0.000000
2021-09-02 14:26:39 DEBUG::Min Prevalence: 0.100000
2021-09-02 14:26:39 DEBUG::Normalization: CLR
2021-09-02 14:26:39 DEBUG::Transform: LOG
2021-09-02 14:26:39 DEBUG::Analysis method: LM
2021-09-02 14:26:39 DEBUG::Max significance: 0.250000
2021-09-02 14:26:39 DEBUG::Random effects: Line,MouseID_Line
2021-09-02 14:26:39 DEBUG::Fixed effects: Sequencing_Run,Sex,Type
2021-09-02 14:26:39 DEBUG::Correction method: BH
2021-09-02 14:26:39 DEBUG::Standardize: TRUE
2021-09-02 14:26:39 DEBUG::Cores: 1
2021-09-02 14:26:39 INFO::Verifying options selected are valid
2021-09-02 14:26:39 INFO::Determining format of input files
2021-09-02 14:26:39 INFO::Input format is data samples as columns and metadata samples as rows
2021-09-02 14:26:39 DEBUG::Transformed data so samples are rows
2021-09-02 14:26:39 DEBUG::A total of 91 samples were found in both the data and metadata
2021-09-02 14:26:39 DEBUG::Reordering data/metadata to use same sample ordering
2021-09-02 14:26:39 INFO::Formula for random effects: expr ~ (1 | Line) + (1 | MouseID_Line)
2021-09-02 14:26:39 INFO::Formula for fixed effects: expr ~  Sequencing_Run + Sex + Type
2021-09-02 14:26:39 INFO::Running selected normalization method: CLR
2021-09-02 14:26:39 INFO::Filter data based on min abundance and min prevalence
2021-09-02 14:26:39 INFO::Total samples in data: 91
2021-09-02 14:26:39 INFO::Min samples required with min abundance for a feature not to be filtered: 9.100000
2021-09-02 14:26:39 INFO::Total filtered features: 76
2021-09-02 14:26:39 INFO::Filtered feature names: ALL.CHORISMATE.PWY, ARGDEG.PWY, AST.PWY, CENTFERM.PWY, CODH.PWY, ECASYN.PWY, FAO.PWY, GALACTARDEG.PWY, GLUCARDEG.PWY, GLUCARGALACTSUPER.PWY, GLYCOL.GLYOXDEG.PWY, HCAMHPDEG.PWY, HISDEG.PWY, KDO.NAGLIPASYN.PWY, KETOGLUCONMET.PWY, LEU.DEG2.PWY, METH.ACETATE.PWY, METHGLYUT.PWY, ORNARGDEG.PWY, ORNDEG.PWY, P125.PWY, P162.PWY, P163.PWY, P562.PWY, POLYAMINSYN3.PWY, PPGPPMET.PWY, PWY.4361, PWY.5005, PWY.5088, PWY.5177, PWY.5180, PWY.5182, PWY.5415, PWY.5507, PWY.5532, PWY.5676, PWY.5677, PWY.5705, PWY.5741, PWY.5747, PWY.5855, PWY.5856, PWY.5857, PWY.5860, PWY.5862, PWY.5920, PWY.6071, PWY.6165, PWY.6478, PWY.6572, PWY.6590, PWY.6690, PWY.6708, PWY.6728, PWY.6749, PWY.6891, PWY.7090, PWY.7094, PWY.7198, PWY.7210, PWY.7332, PWY.7431, PWY.7446, PWY.7456, PWY.7527, PWY0.1277, PWY0.1338, PWY0.1415, PWY0.1533, PWY0.321, PWY0.41, PWY0.42, REDCITCYC, TCA.GLYOX.BYPASS, THREOCAT.PWY, UBISYN.PWY
2021-09-02 14:26:39 INFO::Applying z-score to standardize continuous metadata
2021-09-02 14:26:39 INFO::Running selected transform method: LOG
2021-09-02 14:26:39 INFO::Running selected analysis method: LM
2021-09-02 14:26:39 INFO::Fitting model to feature number 1, X1CMET2.PWY
2021-09-02 14:26:39 INFO::Fitting model to feature number 2, ANAEROFRUCAT.PWY
2021-09-02 14:26:39 INFO::Fitting model to feature number 3, ANAGLYCOLYSIS.PWY
2021-09-02 14:26:39 INFO::Fitting model to feature number 4, ARG.POLYAMINE.SYN
2021-09-02 14:26:39 INFO::Fitting model to feature number 5, ARGORNPROST.PWY
2021-09-02 14:26:39 INFO::Fitting model to feature number 6, ARGSYN.PWY
2021-09-02 14:26:39 INFO::Fitting model to feature number 7, ARGSYNBSUB.PWY
2021-09-02 14:26:39 INFO::Fitting model to feature number 8, ARO.PWY
2021-09-02 14:26:39 INFO::Fitting model to feature number 9, ASPASN.PWY
2021-09-02 14:26:39 INFO::Fitting model to feature number 10, BIOTIN.BIOSYNTHESIS.PWY
2021-09-02 14:26:39 INFO::Fitting model to feature number 11, BRANCHED.CHAIN.AA.SYN.PWY
2021-09-02 14:26:39 INFO::Fitting model to feature number 12, CALVIN.PWY
2021-09-02 14:26:39 INFO::Fitting model to feature number 13, COA.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 14, COBALSYN.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 15, COLANSYN.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 16, COMPLETE.ARO.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 17, DAPLYSINESYN.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 18, DENOVOPURINE2.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 19, DTDPRHAMSYN.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 20, ENTBACSYN.PWY
2021-09-02 14:26:40 WARNING::Fitting problem for feature 20 returning NA
2021-09-02 14:26:40 INFO::Fitting model to feature number 21, FASYN.ELONG.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 22, FASYN.INITIAL.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 23, FERMENTATION.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 24, FOLSYN.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 25, FUC.RHAMCAT.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 26, FUCCAT.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 27, GALACT.GLUCUROCAT.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 28, GALACTUROCAT.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 29, GLCMANNANAUT.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 30, GLUCONEO.PWY
2021-09-02 14:26:40 INFO::Fitting model to feature number 31, GLUCOSE1PMETAB.PWY
2021-09-02 14:26:40 WARNING::Fitting problem for feature 31 returning NA
2021-09-02 14:26:40 INFO::Fitting model to feature number 32, GLUCUROCAT.PWY
2021-09-02 14:26:41 INFO::Fitting model to feature number 33, GLUTORN.PWY
2021-09-02 14:26:41 INFO::Fitting model to feature number 34, GLYCOCAT.PWY
2021-09-02 14:26:41 INFO::Fitting model to feature number 35, GLYCOGENSYNTH.PWY
2021-09-02 14:26:41 INFO::Fitting model to feature number 36, GLYCOLYSIS
2021-09-02 14:26:41 INFO::Fitting model to feature number 37, GLYCOLYSIS.E.D
2021-09-02 14:26:41 INFO::Fitting model to feature number 38, GLYCOLYSIS.TCA.GLYOX.BYPASS
2021-09-02 14:26:41 INFO::Fitting model to feature number 39, GLYOXYLATE.BYPASS
2021-09-02 14:26:41 INFO::Fitting model to feature number 40, GOLPDLCAT.PWY
2021-09-02 14:26:41 INFO::Fitting model to feature number 41, HEME.BIOSYNTHESIS.II
2021-09-02 14:26:41 INFO::Fitting model to feature number 42, HEMESYN2.PWY
2021-09-02 14:26:41 INFO::Fitting model to feature number 43, HEXITOLDEGSUPER.PWY
2021-09-02 14:26:41 INFO::Fitting model to feature number 44, HISTSYN.PWY
2021-09-02 14:26:41 INFO::Fitting model to feature number 45, HOMOSER.METSYN.PWY
2021-09-02 14:26:41 INFO::Fitting model to feature number 46, HSERMETANA.PWY
2021-09-02 14:26:41 INFO::Fitting model to feature number 47, ILEUSYN.PWY
2021-09-02 14:26:41 INFO::Fitting model to feature number 48, LACTOSECAT.PWY
2021-09-02 14:26:41 INFO::Fitting model to feature number 49, MET.SAM.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 50, NAD.BIOSYNTHESIS.II
2021-09-02 14:26:42 INFO::Fitting model to feature number 51, NAGLIPASYN.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 52, NONMEVIPP.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 53, NONOXIPENT.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 54, OANTIGEN.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 55, P105.PWY
2021-09-02 14:26:42 WARNING::Fitting problem for feature 55 returning NA
2021-09-02 14:26:42 INFO::Fitting model to feature number 56, P108.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 57, P122.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 58, P124.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 59, P161.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 60, P164.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 61, P23.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 62, P341.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 63, P4.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 64, P42.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 65, P441.PWY
2021-09-02 14:26:42 INFO::Fitting model to feature number 66, P461.PWY
2021-09-02 14:26:43 INFO::Fitting model to feature number 67, PANTO.PWY
2021-09-02 14:26:43 INFO::Fitting model to feature number 68, PANTOSYN.PWY
2021-09-02 14:26:43 INFO::Fitting model to feature number 69, PENTOSE.P.PWY
2021-09-02 14:26:43 INFO::Fitting model to feature number 70, PEPTIDOGLYCANSYN.PWY
2021-09-02 14:26:43 INFO::Fitting model to feature number 71, PHOSLIPSYN.PWY
2021-09-02 14:26:43 INFO::Fitting model to feature number 72, POLYAMSYN.PWY
2021-09-02 14:26:43 INFO::Fitting model to feature number 73, POLYISOPRENSYN.PWY
2021-09-02 14:26:43 INFO::Fitting model to feature number 74, PRPP.PWY
2021-09-02 14:26:43 INFO::Fitting model to feature number 75, PWY.1269
2021-09-02 14:26:43 INFO::Fitting model to feature number 76, PWY.1861
2021-09-02 14:26:43 INFO::Fitting model to feature number 77, PWY.2941
