feature	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenellaceae.RC9.gut.group	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.vadinBB60.group.f__.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.NK4A136.group	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium..fissicatena.group	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Dubosiella	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Dielma	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__GCA.900066575	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Clostridium..innocuum.group	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Marvinbryantia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.001	k__Bacteria.p__Firmicutes.c__Clostridia.o__Christensenellales.f__Christensenellaceae.g__	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.Shigella	k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Eubacteriaceae.g__Eubacterium	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Candidatus.Stoquefichus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Erysipelatoclostridium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Paludicola	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Faecalibacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.004	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Intestinimonas	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Incertae.Sedis	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Eisenbergiella	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculum	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Odoribacter	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcaceae.g__Romboutsia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__Family.XIII.UCG.001	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus.Arthromitus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerostipes	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Hungatella	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.ND3007.group	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalibaculum	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotellaceae.UCG.001	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.FCS020.group	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium..nodatum.group	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__UCG.010.g__	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Harryflintia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Butyricicoccus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Alicyclobacillales.f__Alicyclobacillaceae.g__Tumebacillus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium..brachy.group	k__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia	k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Alloprevotella	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Ruminococcus..torques.group	k__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Enterorhabdus	k__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__UBA1819	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG.003	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG.005	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Tuzzerella	k__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__Peptococcus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.sensu.stricto.1	k__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Ligilactobacillus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium..xylanophilum.group	k__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Sellimonas	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Flavonifractor	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.006	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Negativibacillus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__UCG.009	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Cuneatibacter	k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Phascolarctobacterium	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__UC5.1.2E3	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lactonifactor	k__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	k__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae.UCG.009
TL1a_FP_205	34	0	272	0	50	39366	52	24	443	0	0	0	0	16	13	83	0	9	943	14	120	68	0	0	507	8	0	495	0	0	0	5	0	0	136	5	0	7	14	94	59	0	61	0	0	0	0	56	0	0	1569	1307	0	25	0	0	0	0	0	19422	0	2	0	0	200	0	0	117	0	0	0	8	0	117	7	14	0	137	0	5	0	3	6	0	16
TL1a_DTT_139	17	2	521	0	391	47724	50	400	29	0	0	4	0	20	29	5	0	17	50	0	391	113	0	0	468	0	906	762	0	0	0	6	0	6670	63	0	92	32	15	11	28	0	39	386	0	2	0	30	0	445	634	0	0	37	0	0	0	5	0	13427	4	8	0	0	37	0	0	273	0	0	0	5	0	67	0	20	0	0	0	4	910	49	0	196	0
TL1a_FP_73	65	0	569	0	62	27186	121	494	0	0	0	0	12	49	134	10	0	16	0	22	288	101	46	0	0	0	1012	1675	0	0	0	15	0	5837	0	0	68	0	24	54	71	33	0	2281	0	0	0	42	0	146	346	0	4	45	0	0	0	0	0	8976	15	8	0	0	110	0	0	158	0	0	0	14	0	77	8	32	0	0	0	7	2479	4	2	1093	21
TL1a_DTT_169_Re_extracted	21907	2460	2113	214	959	9566	252	4	0	36	1	766	0	219	0	1	365	0	1	0	7	9	0	161	49	73	187	811	198	40	264	472	4	19	2	423	181	23	6	326	0	0	3	472	216	833	2	167	57	1232	19	78	0	55	31	6	27	15	6	1827	5008	0	7	167	10	2	14	142	9	19	56	281	307	2	0	0	22	0	43	3	0	0	0	4	2
TL1A_FP_685	0	0	5	0	2982	7497	9	2	0	0	0	0	0	0	7	0	0	9	0	6	0	1	3	0	0	12	933	70	0	0	0	2	0	2222	0	0	42	0	4	0	4	14	0	424	0	0	0	0	0	181	28	0	0	6	0	0	0	0	0	1529	0	2	0	0	12	0	0	0	0	0	0	0	0	3	7	5	0	1	0	5	94	0	0	116	11
TL1a_FP_139	14	3	372	0	46	45048	128	211	3	0	0	0	0	55	81	6	0	18	0	15	251	62	7	0	921	0	1723	1346	0	0	0	18	0	1434	99	0	39	18	17	6	99	0	14	539	0	0	0	12	0	166	170	4	0	13	0	0	0	0	0	3686	3	7	0	0	51	0	0	306	0	0	0	0	0	38	3	36	0	0	0	4	1071	13	4	1394	8
TL1a_DTT_241	322	68	735	119	4796	47083	168	64	120	0	3	8	0	15	22	21	79	33	0	0	193	9	0	27	512	17	0	581	54	0	10	62	111	11	83	7	0	5	0	26	0	0	5	27	11	0	0	64	0	46	1084	24	0	73	0	0	0	14	0	6284	31	0	0	6	81	4	0	277	0	0	0	18	15	75	14	117	0	11	10	4	0	22	0	0	14
TL1a_DTT_205	18	1	954	0	23	125246	304	105	1667	1	1	1	0	73	22	271	17	26	5393	2	227	104	16	0	1168	36	0	1877	0	0	0	128	0	0	873	1	0	119	54	1	14	0	454	1	5	2	0	80	0	0	6820	31	0	147	0	0	0	1	0	22878	1	10	0	0	319	0	0	800	0	0	0	2	0	146	28	70	0	180	0	10	0	22	48	0	18
TL1a_DTT_73	44	0	613	0	75	35884	40	601	0	0	5	0	10	16	50	0	0	17	201	16	1414	61	27	0	0	0	1077	1016	0	0	0	7	0	8106	0	4	90	0	5	56	28	39	0	942	9	0	0	68	0	300	748	0	42	21	0	0	0	0	0	19343	0	7	0	0	50	0	0	190	0	0	0	0	0	144	0	18	0	0	0	4	1603	9	0	502	32
TL1A_FP_637	3	0	38	0	1227	11125	8	21	0	0	0	0	7	7	17	15	0	3	0	0	0	37	3	0	0	16	2123	446	0	0	0	0	0	2049	0	0	62	0	5	0	0	6	0	274	0	0	0	0	0	472	100	0	0	26	0	0	0	0	0	6504	0	10	0	0	30	0	0	45	0	0	0	0	0	10	14	42	0	0	0	5	209	1	0	193	27
TL1a_DTT_97	16	0	430	0	234	42462	121	327	0	0	155	0	0	73	78	9	0	0	228	3	645	255	51	0	0	0	1239	1554	0	0	0	70	0	5273	224	0	151	527	46	5	0	15	99	518	0	0	0	77	0	543	967	0	0	75	0	0	0	28	0	10033	2	0	0	0	156	0	0	244	0	0	0	0	0	99	7	85	0	0	0	0	877	0	5	706	0
TL1a_FP_169	223	258	373	24	194	32027	95	173	0	0	0	18	13	36	24	3	0	7	0	30	154	57	0	0	1240	4	1141	1767	0	0	0	24	0	3168	24	4	45	48	11	70	75	0	5	1271	0	0	0	43	0	371	165	0	0	35	0	0	0	0	0	14770	36	9	0	0	121	0	0	112	0	0	0	20	95	68	7	48	0	2	0	0	0	9	0	1803	4
TL1a_FP_61	27	0	870	0	108	34521	357	674	0	0	0	0	23	93	223	9	3	37	0	15	475	38	85	0	0	0	1982	2898	0	0	0	112	2	10671	0	0	111	0	35	7	74	28	0	2169	0	2	0	56	0	450	496	4	28	88	0	0	0	0	0	10034	2	22	0	0	264	0	0	510	0	0	3	4	0	152	9	94	0	1	0	6	8259	0	8	2150	20
TL1a_FP_241	13	0	271	0	120	55484	51	55	30	0	0	0	0	29	42	122	0	16	0	0	96	37	0	0	531	0	0	531	0	0	0	15	0	0	153	0	0	4	4	3	0	0	5	0	0	0	0	37	0	0	637	0	0	11	0	0	0	0	0	1099	2	3	0	0	100	0	0	129	0	0	0	0	0	102	8	113	0	68	0	0	0	12	0	0	19
TL1a_FP_97	38	0	215	0	71	31830	45	152	0	0	0	0	5	31	129	7	0	5	0	15	544	63	14	0	0	0	1123	1811	0	0	0	11	0	1899	28	0	52	11	18	19	0	26	4	712	0	0	0	43	0	302	196	0	6	17	0	0	0	0	0	11712	0	0	0	0	120	0	0	84	0	0	0	10	0	43	3	24	0	0	0	0	869	2	1	1248	0
