Eigvals,15,,,,,,,,,,,,,,
15.17726526,15.03412838,0.1455408779,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,
Proportion explained,15,,,,,,,,,,,,,,
0.4999604045,0.4952452749,0.004794320645,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Site,15,15,,,,,,,,,,,,,
TL1a_DTT_169_Re_extracted,2.931391133,1.51010362,-0.03383962431,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_205,-0.350427159,0.9321118511,0.1170002809,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_139,-0.3723942946,-0.4683803464,0.1294626303,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_73,-0.1410812869,-0.7428651079,-0.08163536285,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_139,-0.2532269672,-0.6858546723,0.03709294697,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_241,0.09942714636,1.315517149,0.02836650254,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_205,-2.007044761,2.312829051,-0.1366249656,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_73,-0.2241408826,-0.5143236968,0.07197062049,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_DTT_97,-0.4456998281,-0.6295307808,-0.06039679143,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_169,-0.001026976204,-0.2932802148,0.1594214111,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_61,-0.8208865368,-1.037806102,-0.1078974518,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_241,-0.1634608139,0.4252633395,0.07214287392,0,0,0,0,0,0,0,0,0,0,0,0
TL1a_FP_97,0.1901310408,-0.727772297,0.04699978287,0,0,0,0,0,0,0,0,0,0,0,0
TL1A_FP_685,0.7617281368,-0.8633471446,-0.1648462937,0,0,0,0,0,0,0,0,0,0,0,0
TL1A_FP_637,0.7967120489,-0.5326646471,-0.07721655927,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,
