metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Site	K07226	Duodenum	-2.78477808501719	0.36047560214284	132	31	1.96275108651404e-11	6.17874042034621e-07
Line	K00064	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00090	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00094	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00101	Vil1Cre	3.00394474101035	0.431071981525623	132	24	1.84536558891431e-08	6.65632466831305e-07
Line	K00117	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00121	Vil1Cre	2.92178718965327	0.417581973845137	132	25	1.65183536115974e-08	6.65632466831305e-07
Line	K00137	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00146	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00163	Vil1Cre	3.00394474101035	0.431071981525623	132	24	1.84536558891431e-08	6.65632466831305e-07
Line	K00216	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00219	Vil1Cre	2.7316160359159	0.384856769657994	132	30	1.17070332199711e-08	6.65632466831305e-07
Line	K00228	Vil1Cre	3.00394474101035	0.431071981525623	132	24	1.84536558891431e-08	6.65632466831305e-07
Line	K00242	Vil1Cre	2.9466475454684	0.423066944052119	132	28	1.64292219604758e-08	6.65632466831305e-07
Line	K00247	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00276	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00322	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00389	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00427	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00529	Vil1Cre	3.00394474101035	0.431071981525623	132	24	1.84536558891431e-08	6.65632466831305e-07
Line	K00568	Vil1Cre	2.8741392637395	0.409815128845591	132	24	1.53882904363874e-08	6.65632466831305e-07
Line	K00631	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00647	Vil1Cre	2.87225623048938	0.400398125251469	132	26	9.48661302452203e-09	6.65632466831305e-07
Line	K00673	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00697	Vil1Cre	3.00394474101035	0.431071981525623	132	24	1.84536558891431e-08	6.65632466831305e-07
Line	K00758	Vil1Cre	3.00394474101035	0.431071981525623	132	24	1.84536558891431e-08	6.65632466831305e-07
Line	K00840	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00855	Vil1Cre	2.94013464743281	0.41527581206391	132	24	1.27060034853509e-08	6.65632466831305e-07
Line	K00884	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00885	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00892	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00906	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00932	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K00998	Vil1Cre	3.00348696813592	0.431158760827139	132	24	1.8604655651577e-08	6.65632466831305e-07
Line	K01023	Vil1Cre	2.87764580863151	0.401485084189816	132	26	9.72652812200625e-09	6.65632466831305e-07
Line	K01066	Vil1Cre	3.0300514278051	0.410210141872627	132	30	4.64259769797935e-09	6.65632466831305e-07
Line	K01069	Vil1Cre	2.93352001312045	0.41476148727423	132	25	1.30360197199721e-08	6.65632466831305e-07
