,V1
1CMET2-PWY,0.005039141
ALL-CHORISMATE-PWY,5.31E-05
ANAEROFRUCAT-PWY,0.008104134
ANAGLYCOLYSIS-PWY,0.012548626
ARG.POLYAMINE-SYN,0.000411158
ARGDEG-PWY,2.13E-05
ARGORNPROST-PWY,0.000656931
ARGSYN-PWY,0.003840954
ARGSYNBSUB-PWY,0.003617494
ARO-PWY,0.003983603
ASPASN-PWY,0.005619357
AST-PWY,1.00E-05
BIOTIN-BIOSYNTHESIS-PWY,0.000133809
BRANCHED-CHAIN-AA-SYN-PWY,0.004318472
CALVIN-PWY,0.006572994
CENTFERM-PWY,7.83E-05
COA-PWY,0.010795343
COBALSYN-PWY,0.001898322
CODH-PWY,0.000162084
COLANSYN-PWY,0.002050685
COMPLETE-ARO-PWY,0.004092309
DAPLYSINESYN-PWY,0.006387286
DENOVOPURINE2-PWY,0.008991649
DTDPRHAMSYN-PWY,0.005985589
ECASYN-PWY,1.99E-05
ENTBACSYN-PWY,5.07E-05
FAO-PWY,7.99E-05
FASYN-ELONG-PWY,0.009058524
FASYN-INITIAL-PWY,7.94E-05
FERMENTATION-PWY,0.003642434
FOLSYN-PWY,0.00261722
FUC-RHAMCAT-PWY,0.000238496
FUCCAT-PWY,0.00041858
GALACT-GLUCUROCAT-PWY,0.001411014
GALACTARDEG-PWY,3.19E-05
GALACTUROCAT-PWY,0.001726215
GLCMANNANAUT-PWY,0.009620174
GLUCARDEG-PWY,3.62E-05
GLUCARGALACTSUPER-PWY,3.19E-05
GLUCONEO-PWY,0.008427895
GLUCOSE1PMETAB-PWY,5.33E-05
GLUCUROCAT-PWY,0.001531287
GLUTORN-PWY,0.002549584
GLYCOCAT-PWY,0.005920588
GLYCOGENSYNTH-PWY,0.010162599
GLYCOL-GLYOXDEG-PWY,4.70E-05
GLYCOLYSIS,0.008704637
GLYCOLYSIS-E-D,0.005002979
GLYCOLYSIS-TCA-GLYOX-BYPASS,0.000132963
GLYOXYLATE-BYPASS,0.000426916
GOLPDLCAT-PWY,0.000915132
HCAMHPDEG-PWY,1.09E-05
HEME-BIOSYNTHESIS-II,8.78E-05
HEMESYN2-PWY,0.001624043
HEXITOLDEGSUPER-PWY,0.00132471
HISDEG-PWY,0.000210864
HISTSYN-PWY,0.002915401
HOMOSER-METSYN-PWY,0.00043403
HSERMETANA-PWY,0.000434718
ILEUSYN-PWY,0.004693664
KDO-NAGLIPASYN-PWY,6.53E-05
KETOGLUCONMET-PWY,1.72E-05
LACTOSECAT-PWY,0.005897088
LEU-DEG2-PWY,7.49E-06
MET-SAM-PWY,0.000697393
METH-ACETATE-PWY,0.000136637
METHGLYUT-PWY,1.44E-05
NAD-BIOSYNTHESIS-II,0.00059036
NAGLIPASYN-PWY,0.001276468
NONMEVIPP-PWY,0.004531985
NONOXIPENT-PWY,0.009503328
OANTIGEN-PWY,0.007050238
ORNARGDEG-PWY,2.13E-05
ORNDEG-PWY,1.95E-05
P105-PWY,0.000110756
P108-PWY,0.001784189
P122-PWY,0.008955105
P124-PWY,0.010859766
P125-PWY,9.42E-05
P161-PWY,0.012315745
P162-PWY,6.06E-05
P163-PWY,1.89E-05
P164-PWY,0.001108587
P23-PWY,0.00114405
P341-PWY,0.000382499
P4-PWY,0.001512396
P42-PWY,0.003090218
P441-PWY,0.006829575
P461-PWY,0.003510892
P562-PWY,0.000206215
PANTO-PWY,0.001919481
PANTOSYN-PWY,0.002571081
PENTOSE-P-PWY,0.002890239
PEPTIDOGLYCANSYN-PWY,0.011887381
PHOSLIPSYN-PWY,0.01192545
POLYAMINSYN3-PWY,0.000159494
POLYAMSYN-PWY,0.000241515
POLYISOPRENSYN-PWY,0.009407232
PPGPPMET-PWY,3.28E-05
PRPP-PWY,0.001825405
PWY-1269,0.001264732
PWY-1861,0.002536896
PWY-2941,0.009066551
PWY-2942,0.010859399
PWY-3001,0.005529557
PWY-3781,0.000978257
PWY-4361,1.09E-06
PWY-4984,0.001875975
PWY-5005,3.76E-07
PWY-5022,0.000524255
PWY-5088,3.49E-07
PWY-5097,0.010807327
PWY-5100,0.014532808
PWY-5101,0.004862353
PWY-5103,0.003922211
PWY-5104,0.004593314
PWY-5121,0.005123963
PWY-5154,0.001568613
PWY-5177,3.06E-05
PWY-5180,3.51E-05
PWY-5182,3.51E-05
PWY-5188,0.001991262
PWY-5189,0.001893482
PWY-5265,0.001442005
PWY-5304,0.000521894
PWY-5345,0.000355685
PWY-5347,0.00090204
PWY-5384,0.001685383
PWY-5415,7.53E-06
PWY-5484,0.008756279
PWY-5505,0.002897673
PWY-5507,2.96E-06
PWY-5509,0.001731513
PWY-5532,2.10E-07
PWY-5659,0.003262178
PWY-5667,0.012552249
PWY-5676,0.000102076
PWY-5677,3.82E-05
PWY-5686,0.012062755
PWY-5695,0.006417497
PWY-5705,0.000111972
PWY-5741,7.34E-07
PWY-5747,1.08E-05
PWY-5837,0.000100321
PWY-5838,0.000288886
PWY-5840,0.000307426
PWY-5845,7.92E-05
PWY-5850,6.96E-05
PWY-5855,5.54E-05
PWY-5856,5.54E-05
PWY-5857,5.54E-05
PWY-5860,4.76E-05
PWY-5861,0.000206183
PWY-5862,5.40E-05
PWY-5863,0.000114149
PWY-5896,6.96E-05
PWY-5897,0.000273461
PWY-5898,0.000273461
PWY-5899,0.000273461
PWY-5910,0.006270182
PWY-5913,0.001985649
PWY-5918,0.000169326
PWY-5920,4.43E-05
PWY-5971,0.00015069
PWY-5973,0.009456768
PWY-5989,9.09E-05
PWY-6071,1.42E-05
PWY-6121,0.009743616
PWY-6122,0.009935924
PWY-6123,0.008782136
PWY-6125,0.008731238
PWY-6126,0.013182815
PWY-6147,0.002783368
PWY-6151,0.009087858
PWY-6163,0.004036073
PWY-6165,4.01E-06
PWY-621,0.011601373
PWY-6263,0.000665593
PWY-6269,0.0017451
PWY-6277,0.009935924
PWY-6282,9.53E-05
PWY-6317,0.011163958
PWY-6353,0.001517999
PWY-6385,0.011704556
PWY-6386,0.011569125
PWY-6387,0.012140137
PWY-6396,0.000222436
PWY-6467,0.001178818
PWY-6470,0.000585645
PWY-6471,0.009822039
PWY-6478,0.000154934
PWY-6507,0.001579053
PWY-6519,0.000112193
PWY-6545,0.001041084
PWY-6572,4.40E-05
PWY-6588,0.000199847
PWY-6590,0.000100186
PWY-6608,0.001177485
PWY-6609,0.010194529
PWY-6612,0.001971693
PWY-6628,0.002068821
PWY-6629,0.000107394
PWY-6630,0.002025343
PWY-6690,1.09E-05
PWY-6700,0.002589486
PWY-6703,0.00147055
PWY-6708,5.54E-05
PWY-6728,1.71E-05
PWY-6737,0.005433609
PWY-6749,1.87E-05
PWY-6891,0.000106556
PWY-6892,0.002030047
PWY-6895,0.000348481
PWY-6897,0.002221004
PWY-6901,0.000828328
PWY-6969,0.001675141
PWY-7003,0.000447583
PWY-7013,0.004200894
PWY-7090,2.27E-05
PWY-7094,3.89E-05
PWY-7111,0.005249016
PWY-7184,0.007216226
PWY-7187,0.008311822
PWY-7196,0.006026914
PWY-7197,0.006418996
PWY-7198,3.34E-05
PWY-7199,0.003800841
PWY-7200,0.004336971
PWY-7208,0.014588469
PWY-7210,4.69E-05
PWY-7211,0.00111001
PWY-7219,0.012682556
PWY-7220,0.016349298
PWY-7221,0.01228796
PWY-7222,0.016349298
PWY-7228,0.008310033
PWY-7229,0.013752977
PWY-7234,0.008282558
PWY-7237,0.000283844
PWY-7242,0.001930365
PWY-7254,8.24E-05
PWY-7315,0.0003368
PWY-7323,0.001709572
PWY-7328,0.000769843
PWY-7332,0.000132037
PWY-7371,0.000278779
PWY-7374,0.00025968
PWY-7377,0.001252433
PWY-7392,0.004320872
PWY-7400,0.003821847
PWY-7431,1.71E-06
PWY-7446,1.05E-05
PWY-7456,0.000174911
PWY-7527,1.77E-06
PWY-7539,0.002800122
PWY-7560,0.004531985
PWY-7663,0.010212887
PWY-7664,0.000119725
PWY-841,0.008491955
PWY-922,0.005535812
PWY0-1061,0.000423447
PWY0-1241,0.000363998
PWY0-1261,0.00133812
PWY0-1277,1.83E-05
PWY0-1296,0.008711128
PWY0-1297,0.00874851
PWY0-1298,0.007834935
PWY0-1319,0.012552249
PWY0-1338,1.76E-05
PWY0-1415,5.76E-05
PWY0-1479,0.000507198
PWY0-1533,5.13E-05
PWY0-1586,0.011111254
PWY0-162,0.008943628
PWY0-166,0.008462312
PWY0-321,1.57E-05
PWY0-41,6.96E-05
PWY0-42,1.05E-05
PWY0-781,0.001250707
PWY0-845,0.000260951
PWY0-862,0.000246492
PWY490-3,0.001205247
PWY4FS-7,0.011433078
PWY4FS-8,0.011433078
PWYG-321,0.000112494
PYRIDNUCSAL-PWY,0.001929718
PYRIDNUCSYN-PWY,0.002992564
PYRIDOXSYN-PWY,0.000198392
REDCITCYC,9.80E-05
RHAMCAT-PWY,0.000334784
RIBOSYN2-PWY,0.003396427
RUMP-PWY,0.002091662
SALVADEHYPOX-PWY,0.001207343
SER-GLYSYN-PWY,0.004644728
SO4ASSIM-PWY,0.000413546
SULFATE-CYS-PWY,0.000779548
TCA,0.001267766
TCA-GLYOX-BYPASS,6.85E-05
TEICHOICACID-PWY,0.004122088
THISYN-PWY,0.001811554
THREOCAT-PWY,3.13E-05
THRESYN-PWY,0.009176524
TRNA-CHARGING-PWY,0.008187199
TRPSYN-PWY,0.002232409
UBISYN-PWY,5.39E-05
UDPNAGSYN-PWY,0.010227755
VALSYN-PWY,0.004693664
