,V1
1CMET2-PWY,0.00705627
ALL-CHORISMATE-PWY,8.73E-05
ANAEROFRUCAT-PWY,0.008123758
ANAGLYCOLYSIS-PWY,0.010533933
ARG.POLYAMINE-SYN,0.000958333
ARGDEG-PWY,3.40E-05
ARGORNPROST-PWY,0.000812664
ARGSYN-PWY,0.006264266
ARGSYNBSUB-PWY,0.006258382
ARO-PWY,0.006484219
ASPASN-PWY,0.007090354
AST-PWY,1.70E-05
BIOTIN-BIOSYNTHESIS-PWY,0.000264807
BRANCHED-CHAIN-AA-SYN-PWY,0.00734904
CALVIN-PWY,0.009092336
CENTFERM-PWY,0.000143502
COA-PWY,0.008598103
COBALSYN-PWY,0.003849265
CODH-PWY,0.000362741
COLANSYN-PWY,0.002756507
COMPLETE-ARO-PWY,0.00677775
DAPLYSINESYN-PWY,0.006986692
DENOVOPURINE2-PWY,0.007000658
DTDPRHAMSYN-PWY,0.006599129
ECASYN-PWY,3.42E-05
ENTBACSYN-PWY,7.99E-05
FAO-PWY,9.46E-05
FASYN-ELONG-PWY,0.007129692
FASYN-INITIAL-PWY,0.000116265
FERMENTATION-PWY,0.004106249
FOLSYN-PWY,0.003647284
FUC-RHAMCAT-PWY,0.0006923
FUCCAT-PWY,0.000900895
GALACT-GLUCUROCAT-PWY,0.002833336
GALACTARDEG-PWY,6.49E-05
GALACTUROCAT-PWY,0.0036031
GLCMANNANAUT-PWY,0.007323215
GLUCARDEG-PWY,9.15E-05
GLUCARGALACTSUPER-PWY,6.49E-05
GLUCONEO-PWY,0.007978812
GLUCOSE1PMETAB-PWY,0.000120917
GLUCUROCAT-PWY,0.002903227
GLUTORN-PWY,0.00511829
GLYCOCAT-PWY,0.008499915
GLYCOGENSYNTH-PWY,0.009748952
GLYCOL-GLYOXDEG-PWY,0.000110967
GLYCOLYSIS,0.008790763
GLYCOLYSIS-E-D,0.003682483
GLYCOLYSIS-TCA-GLYOX-BYPASS,0.000158655
GLYOXYLATE-BYPASS,0.00030998
GOLPDLCAT-PWY,0.000442787
HCAMHPDEG-PWY,1.85E-05
HEME-BIOSYNTHESIS-II,0.000375956
HEMESYN2-PWY,0.002025169
HEXITOLDEGSUPER-PWY,0.001432793
HISDEG-PWY,0.000598218
HISTSYN-PWY,0.005595182
HOMOSER-METSYN-PWY,0.000896022
HSERMETANA-PWY,0.001210529
ILEUSYN-PWY,0.007902924
KDO-NAGLIPASYN-PWY,8.74E-05
KETOGLUCONMET-PWY,2.77E-05
LACTOSECAT-PWY,0.003241434
LEU-DEG2-PWY,9.68E-06
MET-SAM-PWY,0.001321171
METH-ACETATE-PWY,0.000568997
METHGLYUT-PWY,2.53E-05
NAD-BIOSYNTHESIS-II,0.000931018
NAGLIPASYN-PWY,0.00164976
NONMEVIPP-PWY,0.006556505
NONOXIPENT-PWY,0.011695141
OANTIGEN-PWY,0.0064199
ORNARGDEG-PWY,3.40E-05
ORNDEG-PWY,3.17E-05
P105-PWY,0.000153322
P108-PWY,0.002591932
P122-PWY,0.00510714
P124-PWY,0.006591841
P125-PWY,5.30E-05
P161-PWY,0.007260102
P162-PWY,0.000304522
P163-PWY,7.97E-05
P164-PWY,0.002133281
P23-PWY,0.001283073
P341-PWY,0.000521426
P4-PWY,0.00228632
P42-PWY,0.004334356
P441-PWY,0.005367407
P461-PWY,0.002042935
P562-PWY,0.000360987
PANTO-PWY,0.003218547
PANTOSYN-PWY,0.004007234
PENTOSE-P-PWY,0.004196512
PEPTIDOGLYCANSYN-PWY,0.009494901
PHOSLIPSYN-PWY,0.00980301
POLYAMINSYN3-PWY,0.000421097
POLYAMSYN-PWY,0.000546954
POLYISOPRENSYN-PWY,0.006092444
PPGPPMET-PWY,9.10E-05
PRPP-PWY,0.002314731
PWY-1269,0.001637857
PWY-1861,0.002929931
PWY-2941,0.005764357
PWY-2942,0.009522801
PWY-3001,0.007762791
PWY-3781,0.000967246
PWY-4361,4.13E-07
PWY-4984,0.001145035
PWY-5005,2.27E-06
PWY-5022,0.000695285
PWY-5088,1.19E-05
PWY-5097,0.009543331
PWY-5100,0.011435799
PWY-5101,0.008392435
PWY-5103,0.006984233
PWY-5104,0.00801476
PWY-5121,0.006857212
PWY-5154,0.002144918
PWY-5177,6.22E-05
PWY-5180,7.08E-05
PWY-5182,7.08E-05
PWY-5188,0.003104207
PWY-5189,0.002947544
PWY-5265,0.000346633
PWY-5304,0.000415177
PWY-5345,0.000604675
PWY-5347,0.00173219
PWY-5384,0.001316265
PWY-5415,2.09E-05
PWY-5484,0.008312891
PWY-5505,0.005780536
PWY-5507,1.98E-05
PWY-5509,0.003568922
PWY-5532,1.46E-06
PWY-5659,0.004160905
PWY-5667,0.010498354
PWY-5676,8.13E-05
PWY-5677,0.000133027
PWY-5686,0.010443676
PWY-5695,0.005475206
PWY-5705,0.000288518
PWY-5741,5.76E-06
PWY-5747,1.90E-05
PWY-5837,0.000187867
PWY-5838,0.000398813
PWY-5840,0.000422171
PWY-5845,0.000149204
PWY-5850,0.000105773
PWY-5855,9.75E-05
PWY-5856,9.75E-05
PWY-5857,9.75E-05
PWY-5860,7.85E-05
PWY-5861,0.000327092
PWY-5862,0.000108232
PWY-5863,0.00020999
PWY-5896,0.000105773
PWY-5897,0.000387865
PWY-5898,0.000387865
PWY-5899,0.000387865
PWY-5910,0.00335116
PWY-5913,0.002021234
PWY-5918,0.000454552
PWY-5920,6.30E-05
PWY-5971,0.000225365
PWY-5973,0.0093324
PWY-5989,0.000138667
PWY-6071,2.36E-05
PWY-6121,0.00986466
PWY-6122,0.010027144
PWY-6123,0.008556213
PWY-6125,0.006013269
PWY-6126,0.010029946
PWY-6147,0.003660226
PWY-6151,0.007381958
PWY-6163,0.006502091
PWY-6165,1.09E-05
PWY-621,0.009935477
PWY-6263,0.000816033
PWY-6269,0.003586874
PWY-6277,0.010027144
PWY-6282,0.000139412
PWY-6317,0.009022366
PWY-6353,0.002544734
PWY-6385,0.009407842
PWY-6386,0.009394517
PWY-6387,0.009660648
PWY-6396,0.000121805
PWY-6467,0.001533798
PWY-6470,0.000200943
PWY-6471,0.006814552
PWY-6478,0.000794514
PWY-6507,0.002848013
PWY-6519,0.00022049
PWY-6545,0.001435468
PWY-6572,0.000228527
PWY-6588,0.001216622
PWY-6590,0.000180719
PWY-6608,0.002066498
PWY-6609,0.009260301
PWY-6612,0.00286459
PWY-6628,0.001992287
PWY-6629,0.000162549
PWY-6630,0.001967328
PWY-6690,1.85E-05
PWY-6700,0.003290167
PWY-6703,0.002559661
PWY-6708,9.75E-05
PWY-6728,1.84E-05
PWY-6737,0.007839455
PWY-6749,8.72E-05
PWY-6891,0.000449652
PWY-6892,0.003525369
PWY-6895,0.000896516
PWY-6897,0.004378463
PWY-6901,0.001867805
PWY-6969,0.003052313
PWY-7003,0.00178093
PWY-7013,0.001931693
PWY-7090,6.50E-05
PWY-7094,1.67E-05
PWY-7111,0.008710661
PWY-7184,0.004607719
PWY-7187,0.00555754
PWY-7196,0.005386496
PWY-7197,0.004310244
PWY-7198,7.91E-05
PWY-7199,0.004726921
PWY-7200,0.004037142
PWY-7208,0.011422902
PWY-7210,0.000108734
PWY-7211,0.00145801
